TSA_ID,TSA_Name,Date,DailyCount_patients,DailyDelta_patients,DailyCount_beds,DailyDelta_beds,LastUpdateDate
C,Wichita Falls,2020-08-13,44,-1,298,12,2020-09-20
C,Wichita Falls,2020-08-14,45,1,304,6,2020-09-20
C,Wichita Falls,2020-08-15,42,-3,310,6,2020-09-20
C,Wichita Falls,2020-08-17,47,5,302,-8,2020-09-20
C,Wichita Falls,2020-08-18,45,-2,305,3,2020-09-20
C,Wichita Falls,2020-08-19,47,2,313,8,2020-09-20
C,Wichita Falls,2020-08-20,46,-1,310,-3,2020-09-20
C,Wichita Falls,2020-08-21,47,1,304,-6,2020-09-20
C,Wichita Falls,2020-08-22,45,-2,314,10,2020-09-20
C,Wichita Falls,2020-08-23,35,-10,311,-3,2020-09-20
C,Wichita Falls,2020-08-24,41,6,321,10,2020-09-20
C,Wichita Falls,2020-08-25,26,-15,324,3,2020-09-20
C,Wichita Falls,2020-08-26,23,-3,318,-6,2020-09-20
C,Wichita Falls,2020-08-27,24,1,322,4,2020-09-20
C,Wichita Falls,2020-08-28,27,3,316,-6,2020-09-20
C,Wichita Falls,2020-08-29,21,-6,319,3,2020-09-20
C,Wichita Falls,2020-08-30,24,3,327,8,2020-09-20
C,Wichita Falls,2020-08-31,22,-2,328,1,2020-09-20
C,Wichita Falls,2020-09-01,29,7,327,-1,2020-09-20
C,Wichita Falls,2020-09-02,28,-1,314,-13,2020-09-20
C,Wichita Falls,2020-09-03,29,1,308,-6,2020-09-20
C,Wichita Falls,2020-09-04,25,-4,308,0,2020-09-20
C,Wichita Falls,2020-09-05,24,-1,299,-9,2020-09-20
C,Wichita Falls,2020-09-06,26,2,308,9,2020-09-20
C,Wichita Falls,2020-09-07,29,3,331,23,2020-09-20
C,Wichita Falls,2020-09-08,26,-3,321,-10,2020-09-20
C,Wichita Falls,2020-09-09,33,7,318,-3,2020-09-20
C,Wichita Falls,2020-09-10,34,1,349,31,2020-09-20
C,Wichita Falls,2020-09-11,29,-5,315,-34,2020-09-20
C,Wichita Falls,2020-09-12,31,2,317,2,2020-09-20
C,Wichita Falls,2020-09-13,28,-3,324,7,2020-09-20
C,Wichita Falls,2020-09-14,27,-1,313,-11,2020-09-20
C,Wichita Falls,2020-09-15,31,4,308,-5,2020-09-20
C,Wichita Falls,2020-09-16,31,0,288,-20,2020-09-20
C,Wichita Falls,2020-09-17,36,5,281,-7,2020-09-20
C,Wichita Falls,2020-09-18,39,3,282,1,2020-09-20
C,Wichita Falls,2020-09-19,29,-10,279,-3,2020-09-20
C,Wichita Falls,,43,14,306,27,2020-09-20
C,Wichita Falls,,46,3,306,27,2020-09-20
D,Abilene,2020-04-12,6,,479,,2020-09-20
D,Abilene,2020-04-13,7,1,478,-1,2020-09-20
D,Abilene,2020-04-14,2,-5,498,20,2020-09-20
D,Abilene,2020-04-15,6,4,451,-47,2020-09-20
D,Abilene,2020-04-16,5,-1,460,9,2020-09-20
D,Abilene,2020-04-17,8,3,453,-7,2020-09-20
D,Abilene,2020-04-18,3,-5,444,-9,2020-09-20
D,Abilene,2020-04-19,10,7,450,6,2020-09-20
D,Abilene,2020-04-20,6,-4,443,-7,2020-09-20
D,Abilene,2020-04-21,7,1,420,-23,2020-09-20
D,Abilene,2020-04-22,11,4,436,16,2020-09-20
D,Abilene,2020-04-23,9,-2,427,-9,2020-09-20
D,Abilene,2020-04-24,9,0,450,23,2020-09-20
D,Abilene,2020-04-25,6,-3,438,-12,2020-09-20
D,Abilene,2020-04-26,6,0,436,-2,2020-09-20
D,Abilene,2020-04-27,7,1,437,1,2020-09-20
D,Abilene,2020-04-28,6,-1,457,20,2020-09-20
D,Abilene,2020-04-29,4,-2,456,-1,2020-09-20
D,Abilene,2020-04-30,4,0,455,-1,2020-09-20
D,Abilene,2020-05-01,4,0,454,-1,2020-09-20
D,Abilene,2020-05-02,4,0,415,-39,2020-09-20
D,Abilene,2020-05-03,6,2,433,18,2020-09-20
D,Abilene,2020-05-04,4,-2,434,1,2020-09-20
D,Abilene,2020-05-05,5,1,414,-20,2020-09-20
D,Abilene,2020-05-06,3,-2,412,-2,2020-09-20
D,Abilene,2020-05-07,3,0,422,10,2020-09-20
D,Abilene,2020-05-08,2,-1,414,-8,2020-09-20
D,Abilene,2020-05-09,1,-1,424,10,2020-09-20
D,Abilene,2020-05-10,3,2,415,-9,2020-09-20
D,Abilene,2020-05-11,5,2,405,-10,2020-09-20
D,Abilene,2020-05-12,4,-1,410,5,2020-09-20
D,Abilene,2020-05-13,3,-1,360,-50,2020-09-20
D,Abilene,2020-05-14,4,1,384,24,2020-09-20
D,Abilene,2020-05-15,3,-1,388,4,2020-09-20
D,Abilene,2020-05-16,3,0,393,5,2020-09-20
D,Abilene,2020-05-17,3,0,370,-23,2020-09-20
D,Abilene,2020-05-18,3,0,466,96,2020-09-20
D,Abilene,2020-05-19,4,1,453,-13,2020-09-20
D,Abilene,2020-05-20,4,0,437,-16,2020-09-20
D,Abilene,2020-05-21,7,3,424,-13,2020-09-20
D,Abilene,2020-05-22,3,-4,437,13,2020-09-20
D,Abilene,2020-05-23,3,0,436,-1,2020-09-20
D,Abilene,2020-05-24,4,1,282,-154,2020-09-20
D,Abilene,2020-05-25,5,1,429,147,2020-09-20
D,Abilene,2020-05-26,4,-1,423,-6,2020-09-20
D,Abilene,2020-05-27,1,-3,419,-4,2020-09-20
D,Abilene,2020-05-28,1,0,424,5,2020-09-20
D,Abilene,2020-05-29,2,1,473,49,2020-09-20
D,Abilene,2020-05-30,2,0,419,-54,2020-09-20
D,Abilene,2020-05-31,3,1,447,28,2020-09-20
D,Abilene,2020-06-01,2,-1,413,-34,2020-09-20
D,Abilene,2020-06-02,1,-1,407,-6,2020-09-20
D,Abilene,2020-06-03,1,0,349,-58,2020-09-20
D,Abilene,2020-06-04,1,0,333,-16,2020-09-20
D,Abilene,2020-06-05,1,0,336,3,2020-09-20
D,Abilene,2020-06-06,1,0,405,69,2020-09-20
D,Abilene,2020-06-07,0,-1,386,-19,2020-09-20
D,Abilene,2020-06-08,1,1,355,-31,2020-09-20
D,Abilene,2020-06-09,1,0,493,138,2020-09-20
D,Abilene,2020-06-10,1,0,463,-30,2020-09-20
D,Abilene,2020-06-11,0,-1,372,-91,2020-09-20
D,Abilene,2020-06-12,0,0,403,31,2020-09-20
D,Abilene,2020-06-13,0,0,354,-49,2020-09-20
D,Abilene,2020-06-14,1,1,402,48,2020-09-20
D,Abilene,2020-06-15,0,-1,316,-86,2020-09-20
D,Abilene,2020-06-16,1,1,376,60,2020-09-20
D,Abilene,2020-06-17,1,0,452,76,2020-09-20
D,Abilene,2020-06-18,1,0,441,-11,2020-09-20
D,Abilene,2020-06-19,2,1,456,15,2020-09-20
D,Abilene,2020-06-20,1,-1,384,-72,2020-09-20
D,Abilene,2020-06-21,1,0,399,15,2020-09-20
D,Abilene,2020-06-22,2,1,387,-12,2020-09-20
D,Abilene,2020-06-23,5,3,434,47,2020-09-20
D,Abilene,2020-06-24,5,0,439,5,2020-09-20
D,Abilene,2020-06-25,6,1,430,-9,2020-09-20
D,Abilene,2020-06-26,8,2,455,25,2020-09-20
D,Abilene,2020-06-27,7,-1,453,-2,2020-09-20
D,Abilene,2020-06-28,9,2,461,8,2020-09-20
D,Abilene,2020-06-29,9,0,398,-63,2020-09-20
D,Abilene,2020-06-30,10,1,424,26,2020-09-20
D,Abilene,2020-07-01,10,0,435,11,2020-09-20
D,Abilene,2020-07-02,10,0,387,-48,2020-09-20
D,Abilene,2020-07-03,13,3,380,-7,2020-09-20
D,Abilene,2020-07-04,18,5,427,47,2020-09-20
D,Abilene,2020-07-05,22,4,429,2,2020-09-20
D,Abilene,2020-07-06,33,11,307,-122,2020-09-20
D,Abilene,2020-07-07,22,-11,465,158,2020-09-20
D,Abilene,2020-07-08,24,2,475,10,2020-09-20
D,Abilene,2020-07-09,24,0,468,-7,2020-09-20
D,Abilene,2020-07-10,20,-4,324,-144,2020-09-20
D,Abilene,2020-07-11,22,2,391,67,2020-09-20
D,Abilene,2020-07-12,34,12,439,48,2020-09-20
D,Abilene,2020-07-13,38,4,451,12,2020-09-20
D,Abilene,2020-07-14,34,-4,460,9,2020-09-20
D,Abilene,2020-07-15,31,-3,405,-55,2020-09-20
D,Abilene,2020-07-16,28,-3,399,-6,2020-09-20
D,Abilene,2020-07-17,26,-2,363,-36,2020-09-20
D,Abilene,2020-07-18,29,3,413,50,2020-09-20
D,Abilene,2020-07-19,40,11,467,54,2020-09-20
D,Abilene,2020-07-20,30,-10,451,-16,2020-09-20
D,Abilene,2020-07-21,31,1,502,51,2020-09-20
D,Abilene,2020-07-22,29,-2,462,-40,2020-09-20
D,Abilene,2020-07-23,60,31,706,244,2020-09-20
D,Abilene,2020-07-24,63,3,805,99,2020-09-20
D,Abilene,2020-07-25,61,-2,779,-26,2020-09-20
D,Abilene,2020-07-26,57,-4,604,-175,2020-09-20
D,Abilene,2020-07-27,58,1,691,87,2020-09-20
D,Abilene,2020-07-28,47,-11,361,-330,2020-09-20
D,Abilene,2020-07-29,54,7,311,-50,2020-09-20
D,Abilene,2020-07-30,61,7,277,-34,2020-09-20
D,Abilene,2020-07-31,66,5,293,16,2020-09-20
D,Abilene,2020-08-01,61,-5,319,26,2020-09-20
D,Abilene,2020-08-02,55,-6,332,13,2020-09-20
D,Abilene,2020-08-03,61,6,341,9,2020-09-20
D,Abilene,2020-08-04,58,-3,365,24,2020-09-20
D,Abilene,2020-08-05,65,7,345,-20,2020-09-20
D,Abilene,2020-08-06,66,1,343,-2,2020-09-20
D,Abilene,2020-08-07,62,-4,325,-18,2020-09-20
D,Abilene,2020-08-09,51,-11,316,31,2020-09-20
D,Abilene,2020-08-10,43,-8,310,-6,2020-09-20
D,Abilene,2020-08-11,47,4,337,27,2020-09-20
D,Abilene,2020-08-12,43,-4,344,7,2020-09-20
D,Abilene,2020-08-13,45,2,332,-12,2020-09-20
D,Abilene,2020-08-14,47,2,328,-4,2020-09-20
D,Abilene,2020-08-15,46,-1,307,-21,2020-09-20
D,Abilene,2020-08-17,41,-5,318,11,2020-09-20
D,Abilene,2020-08-18,36,-5,342,24,2020-09-20
D,Abilene,2020-08-19,30,-6,332,-10,2020-09-20
D,Abilene,2020-08-20,34,4,344,12,2020-09-20
D,Abilene,2020-08-21,33,-1,331,-13,2020-09-20
D,Abilene,2020-08-22,39,6,313,-18,2020-09-20
D,Abilene,2020-08-23,23,-16,317,4,2020-09-20
D,Abilene,2020-08-24,40,17,325,8,2020-09-20
D,Abilene,2020-08-25,29,-11,350,25,2020-09-20
D,Abilene,2020-08-26,27,-2,380,30,2020-09-20
D,Abilene,2020-08-27,27,0,363,-17,2020-09-20
D,Abilene,2020-08-28,23,-4,659,296,2020-09-20
D,Abilene,2020-08-29,26,3,320,-339,2020-09-20
D,Abilene,2020-08-30,27,1,305,-15,2020-09-20
D,Abilene,2020-08-31,29,2,309,4,2020-09-20
D,Abilene,2020-09-01,30,1,291,-18,2020-09-20
D,Abilene,2020-09-02,36,6,300,9,2020-09-20
D,Abilene,2020-09-03,37,1,299,-1,2020-09-20
D,Abilene,2020-09-04,31,-6,306,7,2020-09-20
D,Abilene,2020-09-05,30,-1,311,5,2020-09-20
D,Abilene,2020-09-06,23,-7,333,22,2020-09-20
D,Abilene,2020-09-07,26,3,334,1,2020-09-20
D,Abilene,2020-09-08,25,-1,321,-13,2020-09-20
D,Abilene,2020-09-09,28,3,312,-9,2020-09-20
D,Abilene,2020-09-10,30,2,338,26,2020-09-20
D,Abilene,2020-09-11,27,-3,335,-3,2020-09-20
D,Abilene,2020-09-12,27,0,347,12,2020-09-20
D,Abilene,2020-09-13,29,2,316,-31,2020-09-20
D,Abilene,2020-09-14,30,1,323,7,2020-09-20
D,Abilene,2020-09-15,29,-1,328,5,2020-09-20
D,Abilene,2020-09-16,31,2,349,21,2020-09-20
D,Abilene,2020-09-17,32,1,324,-25,2020-09-20
D,Abilene,2020-09-18,31,-1,318,-6,2020-09-20
D,Abilene,2020-09-19,28,-3,357,39,2020-09-20
D,Abilene,,60,32,320,-37,2020-09-20
D,Abilene,,42,-18,320,-37,2020-09-20
E,Dallas/Ft. Worth,2020-04-12,369,,5095,,2020-09-20
E,Dallas/Ft. Worth,2020-04-13,365,-4,5223,128,2020-09-20
E,Dallas/Ft. Worth,2020-04-14,373,8,5347,124,2020-09-20
E,Dallas/Ft. Worth,2020-04-15,449,76,6379,1032,2020-09-20
E,Dallas/Ft. Worth,2020-04-16,470,21,5453,-926,2020-09-20
E,Dallas/Ft. Worth,2020-04-17,476,6,5670,217,2020-09-20
E,Dallas/Ft. Worth,2020-04-18,428,-48,5004,-666,2020-09-20
E,Dallas/Ft. Worth,2020-04-19,435,7,5703,699,2020-09-20
E,Dallas/Ft. Worth,2020-04-20,410,-25,5076,-627,2020-09-20
E,Dallas/Ft. Worth,2020-04-21,443,33,5728,652,2020-09-20
E,Dallas/Ft. Worth,2020-04-22,477,34,5091,-637,2020-09-20
E,Dallas/Ft. Worth,2020-04-23,517,40,5127,36,2020-09-20
E,Dallas/Ft. Worth,2020-04-24,550,33,5280,153,2020-09-20
E,Dallas/Ft. Worth,2020-04-25,521,-29,5092,-188,2020-09-20
E,Dallas/Ft. Worth,2020-04-26,472,-49,4963,-129,2020-09-20
E,Dallas/Ft. Worth,2020-04-27,491,19,5305,342,2020-09-20
E,Dallas/Ft. Worth,2020-04-28,583,92,5553,248,2020-09-20
E,Dallas/Ft. Worth,2020-04-29,611,28,5467,-86,2020-09-20
E,Dallas/Ft. Worth,2020-04-30,576,-35,4702,-765,2020-09-20
E,Dallas/Ft. Worth,2020-05-01,636,60,4922,220,2020-09-20
E,Dallas/Ft. Worth,2020-05-02,635,-1,5143,221,2020-09-20
E,Dallas/Ft. Worth,2020-05-03,530,-105,4696,-447,2020-09-20
E,Dallas/Ft. Worth,2020-05-04,513,-17,4428,-268,2020-09-20
E,Dallas/Ft. Worth,2020-05-05,674,161,4295,-133,2020-09-20
E,Dallas/Ft. Worth,2020-05-06,679,5,4538,243,2020-09-20
E,Dallas/Ft. Worth,2020-05-07,669,-10,4222,-316,2020-09-20
E,Dallas/Ft. Worth,2020-05-08,676,7,4257,35,2020-09-20
E,Dallas/Ft. Worth,2020-05-09,650,-26,4344,87,2020-09-20
E,Dallas/Ft. Worth,2020-05-10,569,-81,4365,21,2020-09-20
E,Dallas/Ft. Worth,2020-05-11,530,-39,4352,-13,2020-09-20
E,Dallas/Ft. Worth,2020-05-12,678,148,4593,241,2020-09-20
E,Dallas/Ft. Worth,2020-05-13,627,-51,4280,-313,2020-09-20
E,Dallas/Ft. Worth,2020-05-14,666,39,3911,-369,2020-09-20
E,Dallas/Ft. Worth,2020-05-15,680,14,4003,92,2020-09-20
E,Dallas/Ft. Worth,2020-05-16,685,5,3657,-346,2020-09-20
E,Dallas/Ft. Worth,2020-05-17,551,-134,3853,196,2020-09-20
E,Dallas/Ft. Worth,2020-05-18,553,2,3602,-251,2020-09-20
E,Dallas/Ft. Worth,2020-05-19,646,93,4091,489,2020-09-20
E,Dallas/Ft. Worth,2020-05-20,646,0,4172,81,2020-09-20
E,Dallas/Ft. Worth,2020-05-21,600,-46,3668,-504,2020-09-20
E,Dallas/Ft. Worth,2020-05-22,570,-30,3570,-98,2020-09-20
E,Dallas/Ft. Worth,2020-05-23,612,42,3427,-143,2020-09-20
E,Dallas/Ft. Worth,2020-05-24,548,-64,3404,-23,2020-09-20
E,Dallas/Ft. Worth,2020-05-25,521,-27,3693,289,2020-09-20
E,Dallas/Ft. Worth,2020-05-26,533,12,3813,120,2020-09-20
E,Dallas/Ft. Worth,2020-05-27,589,56,3627,-186,2020-09-20
E,Dallas/Ft. Worth,2020-05-28,613,24,3336,-291,2020-09-20
E,Dallas/Ft. Worth,2020-05-29,581,-32,3908,572,2020-09-20
E,Dallas/Ft. Worth,2020-05-30,624,43,3535,-373,2020-09-20
E,Dallas/Ft. Worth,2020-05-31,595,-29,3822,287,2020-09-20
E,Dallas/Ft. Worth,2020-06-01,580,-15,3872,50,2020-09-20
E,Dallas/Ft. Worth,2020-06-02,582,2,3978,106,2020-09-20
E,Dallas/Ft. Worth,2020-06-03,575,-7,3524,-454,2020-09-20
E,Dallas/Ft. Worth,2020-06-04,604,29,3708,184,2020-09-20
E,Dallas/Ft. Worth,2020-06-05,602,-2,3314,-394,2020-09-20
E,Dallas/Ft. Worth,2020-06-06,605,3,3370,56,2020-09-20
E,Dallas/Ft. Worth,2020-06-07,605,0,3444,74,2020-09-20
E,Dallas/Ft. Worth,2020-06-08,612,7,3291,-153,2020-09-20
E,Dallas/Ft. Worth,2020-06-09,660,48,3314,23,2020-09-20
E,Dallas/Ft. Worth,2020-06-10,687,27,3028,-286,2020-09-20
E,Dallas/Ft. Worth,2020-06-11,705,18,2934,-94,2020-09-20
E,Dallas/Ft. Worth,2020-06-12,712,7,2926,-8,2020-09-20
E,Dallas/Ft. Worth,2020-06-13,729,17,2948,22,2020-09-20
E,Dallas/Ft. Worth,2020-06-14,728,-1,3307,359,2020-09-20
E,Dallas/Ft. Worth,2020-06-15,701,-27,3074,-233,2020-09-20
E,Dallas/Ft. Worth,2020-06-16,765,64,3382,308,2020-09-20
E,Dallas/Ft. Worth,2020-06-17,859,94,3113,-269,2020-09-20
E,Dallas/Ft. Worth,2020-06-18,899,40,3037,-76,2020-09-20
E,Dallas/Ft. Worth,2020-06-19,914,15,3031,-6,2020-09-20
E,Dallas/Ft. Worth,2020-06-20,939,25,3057,26,2020-09-20
E,Dallas/Ft. Worth,2020-06-21,952,13,3177,120,2020-09-20
E,Dallas/Ft. Worth,2020-06-22,988,36,3346,169,2020-09-20
E,Dallas/Ft. Worth,2020-06-23,1074,86,3340,-6,2020-09-20
E,Dallas/Ft. Worth,2020-06-24,1130,56,3113,-227,2020-09-20
E,Dallas/Ft. Worth,2020-06-25,1137,7,2884,-229,2020-09-20
E,Dallas/Ft. Worth,2020-06-26,1180,43,2725,-159,2020-09-20
E,Dallas/Ft. Worth,2020-06-27,1248,68,2765,40,2020-09-20
E,Dallas/Ft. Worth,2020-06-28,1261,13,2789,24,2020-09-20
E,Dallas/Ft. Worth,2020-06-29,1288,27,2937,148,2020-09-20
E,Dallas/Ft. Worth,2020-06-30,1375,87,2959,22,2020-09-20
E,Dallas/Ft. Worth,2020-07-01,1411,36,3184,225,2020-09-20
E,Dallas/Ft. Worth,2020-07-02,1499,88,2463,-721,2020-09-20
E,Dallas/Ft. Worth,2020-07-03,1534,35,2508,45,2020-09-20
E,Dallas/Ft. Worth,2020-07-04,1531,-3,2692,184,2020-09-20
E,Dallas/Ft. Worth,2020-07-05,1562,31,3047,355,2020-09-20
E,Dallas/Ft. Worth,2020-07-06,1607,45,2907,-140,2020-09-20
E,Dallas/Ft. Worth,2020-07-07,1704,97,2715,-192,2020-09-20
E,Dallas/Ft. Worth,2020-07-08,1809,105,2451,-264,2020-09-20
E,Dallas/Ft. Worth,2020-07-09,1826,17,2293,-158,2020-09-20
E,Dallas/Ft. Worth,2020-07-10,1872,46,2142,-151,2020-09-20
E,Dallas/Ft. Worth,2020-07-11,1825,-47,2507,365,2020-09-20
E,Dallas/Ft. Worth,2020-07-12,1895,70,2689,182,2020-09-20
E,Dallas/Ft. Worth,2020-07-13,1867,-28,2587,-102,2020-09-20
E,Dallas/Ft. Worth,2020-07-14,1834,-33,2595,8,2020-09-20
E,Dallas/Ft. Worth,2020-07-15,1854,20,2485,-110,2020-09-20
E,Dallas/Ft. Worth,2020-07-16,1880,26,2610,125,2020-09-20
E,Dallas/Ft. Worth,2020-07-17,1918,38,2456,-154,2020-09-20
E,Dallas/Ft. Worth,2020-07-18,1889,-29,2549,93,2020-09-20
E,Dallas/Ft. Worth,2020-07-19,1901,12,2609,60,2020-09-20
E,Dallas/Ft. Worth,2020-07-20,1910,9,2735,126,2020-09-20
E,Dallas/Ft. Worth,2020-07-21,1907,-3,2748,13,2020-09-20
E,Dallas/Ft. Worth,2020-07-22,1965,58,2477,-271,2020-09-20
E,Dallas/Ft. Worth,2020-07-23,1810,-155,2376,-101,2020-09-20
E,Dallas/Ft. Worth,2020-07-24,1925,115,2251,-125,2020-09-20
E,Dallas/Ft. Worth,2020-07-25,1716,-209,2359,108,2020-09-20
E,Dallas/Ft. Worth,2020-07-26,1701,-15,1650,-709,2020-09-20
E,Dallas/Ft. Worth,2020-07-27,1634,-67,2095,445,2020-09-20
E,Dallas/Ft. Worth,2020-07-28,1642,8,2272,177,2020-09-20
E,Dallas/Ft. Worth,2020-07-29,1723,81,2071,-201,2020-09-20
E,Dallas/Ft. Worth,2020-07-30,1648,-75,1999,-72,2020-09-20
E,Dallas/Ft. Worth,2020-07-31,1582,-66,1867,-132,2020-09-20
E,Dallas/Ft. Worth,2020-08-01,1558,-24,1896,29,2020-09-20
E,Dallas/Ft. Worth,2020-08-02,1523,-35,2208,312,2020-09-20
E,Dallas/Ft. Worth,2020-08-03,1576,53,2547,339,2020-09-20
E,Dallas/Ft. Worth,2020-08-04,1544,-32,2440,-107,2020-09-20
E,Dallas/Ft. Worth,2020-08-05,1497,-47,2418,-22,2020-09-20
E,Dallas/Ft. Worth,2020-08-06,1443,-54,2190,-228,2020-09-20
E,Dallas/Ft. Worth,2020-08-07,1397,-46,2358,168,2020-09-20
E,Dallas/Ft. Worth,2020-08-09,1322,-75,2378,61,2020-09-20
E,Dallas/Ft. Worth,2020-08-10,1282,-40,2423,45,2020-09-20
E,Dallas/Ft. Worth,2020-08-11,1235,-47,2633,210,2020-09-20
E,Dallas/Ft. Worth,2020-08-12,1229,-6,2273,-360,2020-09-20
E,Dallas/Ft. Worth,2020-08-13,1200,-29,2100,-173,2020-09-20
E,Dallas/Ft. Worth,2020-08-14,1218,18,2070,-30,2020-09-20
E,Dallas/Ft. Worth,2020-08-15,1218,0,2004,-66,2020-09-20
E,Dallas/Ft. Worth,2020-08-17,1146,-72,2266,262,2020-09-20
E,Dallas/Ft. Worth,2020-08-18,1133,-13,2197,-69,2020-09-20
E,Dallas/Ft. Worth,2020-08-19,1075,-58,2073,-124,2020-09-20
E,Dallas/Ft. Worth,2020-08-20,1055,-20,1828,-245,2020-09-20
E,Dallas/Ft. Worth,2020-08-21,1039,-16,1789,-39,2020-09-20
E,Dallas/Ft. Worth,2020-08-22,1011,-28,1787,-2,2020-09-20
E,Dallas/Ft. Worth,2020-08-23,969,-42,2032,245,2020-09-20
E,Dallas/Ft. Worth,2020-08-24,963,-6,2150,118,2020-09-20
E,Dallas/Ft. Worth,2020-08-25,925,-38,2103,-47,2020-09-20
E,Dallas/Ft. Worth,2020-08-26,931,6,1904,-199,2020-09-20
E,Dallas/Ft. Worth,2020-08-27,910,-21,1904,0,2020-09-20
E,Dallas/Ft. Worth,2020-08-28,880,-30,1827,-77,2020-09-20
E,Dallas/Ft. Worth,2020-08-29,883,3,1950,123,2020-09-20
E,Dallas/Ft. Worth,2020-08-30,851,-32,2104,154,2020-09-20
E,Dallas/Ft. Worth,2020-08-31,831,-20,2232,128,2020-09-20
E,Dallas/Ft. Worth,2020-09-01,845,14,2217,-15,2020-09-20
E,Dallas/Ft. Worth,2020-09-02,828,-17,1930,-287,2020-09-20
E,Dallas/Ft. Worth,2020-09-03,801,-27,1782,-148,2020-09-20
E,Dallas/Ft. Worth,2020-09-04,778,-23,1794,12,2020-09-20
E,Dallas/Ft. Worth,2020-09-05,893,115,1896,102,2020-09-20
E,Dallas/Ft. Worth,2020-09-06,761,-132,2091,195,2020-09-20
E,Dallas/Ft. Worth,2020-09-07,677,-84,2195,104,2020-09-20
E,Dallas/Ft. Worth,2020-09-08,798,121,2311,116,2020-09-20
E,Dallas/Ft. Worth,2020-09-09,771,-27,2300,-11,2020-09-20
E,Dallas/Ft. Worth,2020-09-10,780,9,1931,-369,2020-09-20
E,Dallas/Ft. Worth,2020-09-11,750,-30,1866,-65,2020-09-20
E,Dallas/Ft. Worth,2020-09-12,741,-9,1890,24,2020-09-20
E,Dallas/Ft. Worth,2020-09-13,762,21,2041,151,2020-09-20
E,Dallas/Ft. Worth,2020-09-14,776,14,2214,173,2020-09-20
E,Dallas/Ft. Worth,2020-09-15,742,-34,2168,-46,2020-09-20
E,Dallas/Ft. Worth,2020-09-16,732,-10,2010,-158,2020-09-20
E,Dallas/Ft. Worth,2020-09-17,754,22,1880,-130,2020-09-20
E,Dallas/Ft. Worth,2020-09-18,754,0,1803,-77,2020-09-20
E,Dallas/Ft. Worth,2020-09-19,733,-21,1912,109,2020-09-20
E,Dallas/Ft. Worth,,1337,604,2124,212,2020-09-20
E,Dallas/Ft. Worth,,1155,-182,2124,212,2020-09-20
F,Paris,2020-04-12,14,,,,2020-09-20
F,Paris,2020-04-13,16,2,,,2020-09-20
F,Paris,2020-04-14,21,5,,,2020-09-20
F,Paris,2020-04-15,18,-3,,,2020-09-20
F,Paris,2020-04-16,15,-3,,,2020-09-20
F,Paris,2020-04-17,12,-3,,,2020-09-20
F,Paris,2020-04-18,12,0,,,2020-09-20
F,Paris,2020-04-19,17,5,,,2020-09-20
F,Paris,2020-04-20,16,-1,,,2020-09-20
F,Paris,2020-04-21,19,3,,,2020-09-20
F,Paris,2020-04-22,19,0,,,2020-09-20
F,Paris,2020-04-23,17,-2,,,2020-09-20
F,Paris,2020-04-24,19,2,,,2020-09-20
F,Paris,2020-04-25,17,-2,,,2020-09-20
F,Paris,2020-04-26,17,0,,,2020-09-20
F,Paris,2020-04-27,19,2,,,2020-09-20
F,Paris,2020-04-28,18,-1,,,2020-09-20
F,Paris,2020-04-29,14,-4,,,2020-09-20
F,Paris,2020-04-30,16,2,,,2020-09-20
F,Paris,2020-05-01,18,2,,,2020-09-20
F,Paris,2020-05-02,19,1,,,2020-09-20
F,Paris,2020-05-03,17,-2,,,2020-09-20
F,Paris,2020-05-04,16,-1,,,2020-09-20
F,Paris,2020-05-05,16,0,,,2020-09-20
F,Paris,2020-05-06,13,-3,,,2020-09-20
F,Paris,2020-05-07,16,3,,,2020-09-20
F,Paris,2020-05-08,16,0,,,2020-09-20
F,Paris,2020-05-09,12,-4,,,2020-09-20
F,Paris,2020-05-10,14,2,,,2020-09-20
F,Paris,2020-05-11,16,2,,,2020-09-20
F,Paris,2020-05-12,16,0,,,2020-09-20
F,Paris,2020-05-13,14,-2,,,2020-09-20
F,Paris,2020-05-14,11,-3,,,2020-09-20
F,Paris,2020-05-15,13,2,,,2020-09-20
F,Paris,2020-05-16,15,2,,,2020-09-20
F,Paris,2020-05-17,14,-1,,,2020-09-20
F,Paris,2020-05-18,14,0,,,2020-09-20
F,Paris,2020-05-19,12,-2,,,2020-09-20
F,Paris,2020-05-20,13,1,,,2020-09-20
F,Paris,2020-05-21,17,4,,,2020-09-20
F,Paris,2020-05-22,23,6,,,2020-09-20
F,Paris,2020-05-23,23,0,,,2020-09-20
F,Paris,2020-05-24,20,-3,,,2020-09-20
F,Paris,2020-05-25,16,-4,,,2020-09-20
F,Paris,2020-05-26,18,2,,,2020-09-20
F,Paris,2020-05-27,22,4,,,2020-09-20
F,Paris,2020-05-28,22,0,,,2020-09-20
F,Paris,2020-05-29,24,2,773,,2020-09-20
F,Paris,2020-05-30,20,-4,764,-9,2020-09-20
F,Paris,2020-05-31,16,-4,805,41,2020-09-20
F,Paris,2020-06-01,14,-2,806,1,2020-09-20
F,Paris,2020-06-02,15,1,789,-17,2020-09-20
F,Paris,2020-06-03,18,3,781,-8,2020-09-20
F,Paris,2020-06-04,26,8,792,11,2020-09-20
F,Paris,2020-06-05,20,-6,785,-7,2020-09-20
F,Paris,2020-06-06,21,1,783,-2,2020-09-20
F,Paris,2020-06-07,22,1,784,1,2020-09-20
