TSA_ID,TSA_Name,Date,DailyCount_patients,DailyDelta_patients,DailyCount_beds,DailyDelta_beds,LastUpdateDate
T,Laredo,2020-07-30,190,-63,43,-2,2020-09-20
T,Laredo,2020-07-31,219,29,26,-17,2020-09-20
T,Laredo,2020-08-01,225,6,24,-2,2020-09-20
T,Laredo,2020-08-02,221,-4,23,-1,2020-09-20
T,Laredo,2020-08-03,219,-2,23,0,2020-09-20
T,Laredo,2020-08-04,221,2,34,11,2020-09-20
T,Laredo,2020-08-05,221,0,16,-18,2020-09-20
T,Laredo,2020-08-06,219,-2,21,5,2020-09-20
T,Laredo,2020-08-07,209,-10,21,0,2020-09-20
T,Laredo,2020-08-09,196,-13,32,10,2020-09-20
T,Laredo,2020-08-10,205,9,32,0,2020-09-20
T,Laredo,2020-08-11,195,-10,35,3,2020-09-20
T,Laredo,2020-08-12,175,-20,56,21,2020-09-20
T,Laredo,2020-08-13,175,0,63,7,2020-09-20
T,Laredo,2020-08-14,168,-7,60,-3,2020-09-20
T,Laredo,2020-08-15,183,15,55,-5,2020-09-20
T,Laredo,2020-08-17,189,6,63,8,2020-09-20
T,Laredo,2020-08-18,185,-4,79,16,2020-09-20
T,Laredo,2020-08-19,170,-15,71,-8,2020-09-20
T,Laredo,2020-08-20,152,-18,64,-7,2020-09-20
T,Laredo,2020-08-21,154,2,53,-11,2020-09-20
T,Laredo,2020-08-22,153,-1,38,-15,2020-09-20
T,Laredo,2020-08-23,156,3,40,2,2020-09-20
T,Laredo,2020-08-24,162,6,45,5,2020-09-20
T,Laredo,2020-08-25,162,0,47,2,2020-09-20
T,Laredo,2020-08-26,153,-9,52,5,2020-09-20
T,Laredo,2020-08-27,155,2,46,-6,2020-09-20
T,Laredo,2020-08-28,147,-8,40,-6,2020-09-20
T,Laredo,2020-08-29,138,-9,41,1,2020-09-20
T,Laredo,2020-08-30,135,-3,55,14,2020-09-20
T,Laredo,2020-08-31,133,-2,57,2,2020-09-20
T,Laredo,2020-09-01,132,-1,48,-9,2020-09-20
T,Laredo,2020-09-02,131,-1,40,-8,2020-09-20
T,Laredo,2020-09-03,128,-3,38,-2,2020-09-20
T,Laredo,2020-09-04,117,-11,45,7,2020-09-20
T,Laredo,2020-09-05,114,-3,36,-9,2020-09-20
T,Laredo,2020-09-06,118,4,37,1,2020-09-20
T,Laredo,2020-09-07,121,3,36,-1,2020-09-20
T,Laredo,2020-09-08,145,24,56,20,2020-09-20
T,Laredo,2020-09-09,124,-21,52,-4,2020-09-20
T,Laredo,2020-09-10,122,-2,50,-2,2020-09-20
T,Laredo,2020-09-11,111,-11,57,7,2020-09-20
T,Laredo,2020-09-12,112,1,35,-22,2020-09-20
T,Laredo,2020-09-13,107,-5,40,5,2020-09-20
T,Laredo,2020-09-14,107,0,40,0,2020-09-20
T,Laredo,2020-09-15,102,-5,89,49,2020-09-20
T,Laredo,2020-09-16,100,-2,79,-10,2020-09-20
T,Laredo,2020-09-17,104,4,79,0,2020-09-20
T,Laredo,2020-09-18,110,6,65,-14,2020-09-20
T,Laredo,2020-09-19,99,-11,67,2,2020-09-20
T,Laredo,,201,102,63,-4,2020-09-20
T,Laredo,,182,-19,63,-4,2020-09-20
U,Corpus Christi,2020-04-12,9,,360,,2020-09-20
U,Corpus Christi,2020-04-13,12,3,382,22,2020-09-20
U,Corpus Christi,2020-04-14,9,-3,360,-22,2020-09-20
U,Corpus Christi,2020-04-15,12,3,356,-4,2020-09-20
U,Corpus Christi,2020-04-16,7,-5,366,10,2020-09-20
U,Corpus Christi,2020-04-17,11,4,360,-6,2020-09-20
U,Corpus Christi,2020-04-18,13,2,383,23,2020-09-20
U,Corpus Christi,2020-04-19,8,-5,384,1,2020-09-20
U,Corpus Christi,2020-04-20,9,1,382,-2,2020-09-20
U,Corpus Christi,2020-04-21,9,0,395,13,2020-09-20
U,Corpus Christi,2020-04-22,6,-3,411,16,2020-09-20
U,Corpus Christi,2020-04-23,8,2,362,-49,2020-09-20
U,Corpus Christi,2020-04-24,6,-2,363,1,2020-09-20
U,Corpus Christi,2020-04-25,9,3,329,-34,2020-09-20
U,Corpus Christi,2020-04-26,9,0,333,4,2020-09-20
U,Corpus Christi,2020-04-27,4,-5,333,0,2020-09-20
U,Corpus Christi,2020-04-28,4,0,317,-16,2020-09-20
U,Corpus Christi,2020-04-29,4,0,287,-30,2020-09-20
U,Corpus Christi,2020-04-30,4,0,307,20,2020-09-20
U,Corpus Christi,2020-05-01,4,0,302,-5,2020-09-20
U,Corpus Christi,2020-05-02,16,12,296,-6,2020-09-20
U,Corpus Christi,2020-05-03,16,0,301,5,2020-09-20
U,Corpus Christi,2020-05-04,4,-12,299,-2,2020-09-20
U,Corpus Christi,2020-05-05,4,0,295,-4,2020-09-20
U,Corpus Christi,2020-05-06,4,0,295,0,2020-09-20
U,Corpus Christi,2020-05-07,6,2,297,2,2020-09-20
U,Corpus Christi,2020-05-08,5,-1,297,0,2020-09-20
U,Corpus Christi,2020-05-09,8,3,282,-15,2020-09-20
U,Corpus Christi,2020-05-10,9,1,358,76,2020-09-20
U,Corpus Christi,2020-05-11,9,0,332,-26,2020-09-20
U,Corpus Christi,2020-05-12,9,0,304,-28,2020-09-20
U,Corpus Christi,2020-05-13,8,-1,284,-20,2020-09-20
U,Corpus Christi,2020-05-14,16,8,278,-6,2020-09-20
U,Corpus Christi,2020-05-15,22,6,330,52,2020-09-20
U,Corpus Christi,2020-05-16,17,-5,359,29,2020-09-20
U,Corpus Christi,2020-05-17,7,-10,346,-13,2020-09-20
U,Corpus Christi,2020-05-18,7,0,355,9,2020-09-20
U,Corpus Christi,2020-05-19,6,-1,351,-4,2020-09-20
U,Corpus Christi,2020-05-20,12,6,348,-3,2020-09-20
U,Corpus Christi,2020-05-21,5,-7,348,0,2020-09-20
U,Corpus Christi,2020-05-22,13,8,325,-23,2020-09-20
U,Corpus Christi,2020-05-23,8,-5,322,-3,2020-09-20
U,Corpus Christi,2020-05-24,9,1,298,-24,2020-09-20
U,Corpus Christi,2020-05-25,9,0,307,9,2020-09-20
U,Corpus Christi,2020-05-26,9,0,309,2,2020-09-20
U,Corpus Christi,2020-05-27,8,-1,305,-4,2020-09-20
U,Corpus Christi,2020-05-28,9,1,295,-10,2020-09-20
U,Corpus Christi,2020-05-29,8,-1,315,20,2020-09-20
U,Corpus Christi,2020-05-30,6,-2,293,-22,2020-09-20
U,Corpus Christi,2020-05-31,6,0,299,6,2020-09-20
U,Corpus Christi,2020-06-01,6,0,319,20,2020-09-20
U,Corpus Christi,2020-06-02,8,2,307,-12,2020-09-20
U,Corpus Christi,2020-06-03,10,2,329,22,2020-09-20
U,Corpus Christi,2020-06-04,7,-3,316,-13,2020-09-20
U,Corpus Christi,2020-06-05,8,1,310,-6,2020-09-20
U,Corpus Christi,2020-06-06,11,3,316,6,2020-09-20
U,Corpus Christi,2020-06-07,8,-3,309,-7,2020-09-20
U,Corpus Christi,2020-06-08,7,-1,294,-15,2020-09-20
U,Corpus Christi,2020-06-09,8,1,344,50,2020-09-20
U,Corpus Christi,2020-06-10,7,-1,291,-53,2020-09-20
U,Corpus Christi,2020-06-11,7,0,293,2,2020-09-20
U,Corpus Christi,2020-06-12,12,5,284,-9,2020-09-20
U,Corpus Christi,2020-06-13,11,-1,245,-39,2020-09-20
U,Corpus Christi,2020-06-14,14,3,227,-18,2020-09-20
U,Corpus Christi,2020-06-15,15,1,248,21,2020-09-20
U,Corpus Christi,2020-06-16,14,-1,246,-2,2020-09-20
U,Corpus Christi,2020-06-17,18,4,277,31,2020-09-20
U,Corpus Christi,2020-06-18,20,2,298,21,2020-09-20
U,Corpus Christi,2020-06-19,24,4,313,15,2020-09-20
U,Corpus Christi,2020-06-20,26,2,319,6,2020-09-20
U,Corpus Christi,2020-06-21,26,0,316,-3,2020-09-20
U,Corpus Christi,2020-06-22,31,5,306,-10,2020-09-20
U,Corpus Christi,2020-06-23,38,7,300,-6,2020-09-20
U,Corpus Christi,2020-06-24,39,1,286,-14,2020-09-20
U,Corpus Christi,2020-06-25,38,-1,285,-1,2020-09-20
U,Corpus Christi,2020-06-26,85,47,297,12,2020-09-20
U,Corpus Christi,2020-06-27,94,9,306,9,2020-09-20
U,Corpus Christi,2020-06-28,107,13,308,2,2020-09-20
U,Corpus Christi,2020-06-29,109,2,291,-17,2020-09-20
U,Corpus Christi,2020-06-30,127,18,292,1,2020-09-20
U,Corpus Christi,2020-07-01,163,36,315,23,2020-09-20
U,Corpus Christi,2020-07-02,173,10,312,-3,2020-09-20
U,Corpus Christi,2020-07-03,208,35,315,3,2020-09-20
U,Corpus Christi,2020-07-04,217,9,321,6,2020-09-20
U,Corpus Christi,2020-07-05,227,10,327,6,2020-09-20
U,Corpus Christi,2020-07-06,249,22,353,26,2020-09-20
U,Corpus Christi,2020-07-07,303,54,325,-28,2020-09-20
U,Corpus Christi,2020-07-08,328,25,317,-8,2020-09-20
U,Corpus Christi,2020-07-09,322,-6,308,-9,2020-09-20
U,Corpus Christi,2020-07-10,341,19,296,-12,2020-09-20
U,Corpus Christi,2020-07-11,337,-4,353,57,2020-09-20
U,Corpus Christi,2020-07-12,360,23,375,22,2020-09-20
U,Corpus Christi,2020-07-13,355,-5,355,-20,2020-09-20
U,Corpus Christi,2020-07-14,348,-7,292,-63,2020-09-20
U,Corpus Christi,2020-07-15,333,-15,290,-2,2020-09-20
U,Corpus Christi,2020-07-16,351,18,266,-24,2020-09-20
U,Corpus Christi,2020-07-17,382,31,256,-10,2020-09-20
U,Corpus Christi,2020-07-18,338,-44,266,10,2020-09-20
U,Corpus Christi,2020-07-19,426,88,286,20,2020-09-20
U,Corpus Christi,2020-07-20,430,4,265,-21,2020-09-20
U,Corpus Christi,2020-07-21,414,-16,310,45,2020-09-20
U,Corpus Christi,2020-07-22,411,-3,301,-9,2020-09-20
U,Corpus Christi,2020-07-23,528,117,1321,1020,2020-09-20
U,Corpus Christi,2020-07-24,448,-80,1496,175,2020-09-20
U,Corpus Christi,2020-07-25,445,-3,1433,-63,2020-09-20
U,Corpus Christi,2020-07-26,437,-8,1071,-362,2020-09-20
U,Corpus Christi,2020-07-27,448,11,1071,0,2020-09-20
U,Corpus Christi,2020-07-28,445,-3,1421,350,2020-09-20
U,Corpus Christi,2020-07-29,438,-7,1417,-4,2020-09-20
U,Corpus Christi,2020-07-30,422,-16,1682,265,2020-09-20
U,Corpus Christi,2020-07-31,482,60,1658,-24,2020-09-20
U,Corpus Christi,2020-08-01,434,-48,1752,94,2020-09-20
U,Corpus Christi,2020-08-02,385,-49,1754,2,2020-09-20
U,Corpus Christi,2020-08-03,372,-13,465,-1289,2020-09-20
U,Corpus Christi,2020-08-04,371,-1,1505,1040,2020-09-20
U,Corpus Christi,2020-08-05,372,1,791,-714,2020-09-20
U,Corpus Christi,2020-08-06,392,20,828,37,2020-09-20
U,Corpus Christi,2020-08-07,371,-21,602,-226,2020-09-20
U,Corpus Christi,2020-08-09,351,-20,532,-46,2020-09-20
U,Corpus Christi,2020-08-10,347,-4,537,5,2020-09-20
U,Corpus Christi,2020-08-11,363,16,503,-34,2020-09-20
U,Corpus Christi,2020-08-12,353,-10,497,-6,2020-09-20
U,Corpus Christi,2020-08-13,301,-52,456,-41,2020-09-20
U,Corpus Christi,2020-08-14,299,-2,560,104,2020-09-20
U,Corpus Christi,2020-08-15,288,-11,486,-74,2020-09-20
U,Corpus Christi,2020-08-17,286,-2,468,-18,2020-09-20
U,Corpus Christi,2020-08-18,278,-8,525,57,2020-09-20
U,Corpus Christi,2020-08-19,274,-4,532,7,2020-09-20
U,Corpus Christi,2020-08-20,264,-10,496,-36,2020-09-20
U,Corpus Christi,2020-08-21,280,16,461,-35,2020-09-20
U,Corpus Christi,2020-08-22,259,-21,480,19,2020-09-20
U,Corpus Christi,2020-08-23,244,-15,472,-8,2020-09-20
U,Corpus Christi,2020-08-24,251,7,433,-39,2020-09-20
U,Corpus Christi,2020-08-25,266,15,441,8,2020-09-20
U,Corpus Christi,2020-08-26,246,-20,462,21,2020-09-20
U,Corpus Christi,2020-08-27,215,-31,460,-2,2020-09-20
U,Corpus Christi,2020-08-28,209,-6,466,6,2020-09-20
U,Corpus Christi,2020-08-29,169,-40,450,-16,2020-09-20
U,Corpus Christi,2020-08-30,181,12,461,11,2020-09-20
U,Corpus Christi,2020-08-31,163,-18,509,48,2020-09-20
U,Corpus Christi,2020-09-01,162,-1,456,-53,2020-09-20
U,Corpus Christi,2020-09-02,162,0,472,16,2020-09-20
U,Corpus Christi,2020-09-03,155,-7,481,9,2020-09-20
U,Corpus Christi,2020-09-04,162,7,428,-53,2020-09-20
U,Corpus Christi,2020-09-05,159,-3,484,56,2020-09-20
U,Corpus Christi,2020-09-06,157,-2,523,39,2020-09-20
U,Corpus Christi,2020-09-07,149,-8,608,85,2020-09-20
U,Corpus Christi,2020-09-08,139,-10,633,25,2020-09-20
U,Corpus Christi,2020-09-09,131,-8,581,-52,2020-09-20
U,Corpus Christi,2020-09-10,156,25,533,-48,2020-09-20
U,Corpus Christi,2020-09-11,131,-25,577,44,2020-09-20
U,Corpus Christi,2020-09-12,129,-2,575,-2,2020-09-20
U,Corpus Christi,2020-09-13,121,-8,585,10,2020-09-20
U,Corpus Christi,2020-09-14,112,-9,588,3,2020-09-20
U,Corpus Christi,2020-09-15,120,8,624,36,2020-09-20
U,Corpus Christi,2020-09-16,119,-1,580,-44,2020-09-20
U,Corpus Christi,2020-09-17,114,-5,550,-30,2020-09-20
U,Corpus Christi,2020-09-18,108,-6,597,47,2020-09-20
U,Corpus Christi,2020-09-19,112,4,574,-23,2020-09-20
U,Corpus Christi,,356,244,445,-129,2020-09-20
U,Corpus Christi,,285,-71,445,-129,2020-09-20
V,Lower Rio Grande Valley,2020-04-12,57,,881,,2020-09-20
V,Lower Rio Grande Valley,2020-04-13,65,8,861,-20,2020-09-20
V,Lower Rio Grande Valley,2020-04-14,68,3,817,-44,2020-09-20
V,Lower Rio Grande Valley,2020-04-15,65,-3,821,4,2020-09-20
V,Lower Rio Grande Valley,2020-04-16,61,-4,910,89,2020-09-20
V,Lower Rio Grande Valley,2020-04-17,68,7,853,-57,2020-09-20
V,Lower Rio Grande Valley,2020-04-18,57,-11,751,-102,2020-09-20
V,Lower Rio Grande Valley,2020-04-19,57,0,865,114,2020-09-20
V,Lower Rio Grande Valley,2020-04-20,54,-3,872,7,2020-09-20
V,Lower Rio Grande Valley,2020-04-21,51,-3,872,0,2020-09-20
V,Lower Rio Grande Valley,2020-04-22,49,-2,748,-124,2020-09-20
V,Lower Rio Grande Valley,2020-04-23,30,-19,730,-18,2020-09-20
V,Lower Rio Grande Valley,2020-04-24,34,4,827,97,2020-09-20
V,Lower Rio Grande Valley,2020-04-25,33,-1,807,-20,2020-09-20
V,Lower Rio Grande Valley,2020-04-26,33,0,873,66,2020-09-20
V,Lower Rio Grande Valley,2020-04-27,30,-3,964,91,2020-09-20
V,Lower Rio Grande Valley,2020-04-28,32,2,798,-166,2020-09-20
V,Lower Rio Grande Valley,2020-04-29,28,-4,781,-17,2020-09-20
V,Lower Rio Grande Valley,2020-04-30,29,1,821,40,2020-09-20
V,Lower Rio Grande Valley,2020-05-01,30,1,784,-37,2020-09-20
V,Lower Rio Grande Valley,2020-05-02,35,5,766,-18,2020-09-20
V,Lower Rio Grande Valley,2020-05-03,36,1,741,-25,2020-09-20
V,Lower Rio Grande Valley,2020-05-04,35,-1,832,91,2020-09-20
V,Lower Rio Grande Valley,2020-05-05,37,2,785,-47,2020-09-20
V,Lower Rio Grande Valley,2020-05-06,35,-2,718,-67,2020-09-20
V,Lower Rio Grande Valley,2020-05-07,35,0,650,-68,2020-09-20
V,Lower Rio Grande Valley,2020-05-08,21,-14,741,91,2020-09-20
V,Lower Rio Grande Valley,2020-05-09,37,16,758,17,2020-09-20
V,Lower Rio Grande Valley,2020-05-10,35,-2,746,-12,2020-09-20
V,Lower Rio Grande Valley,2020-05-11,35,0,821,75,2020-09-20
V,Lower Rio Grande Valley,2020-05-12,36,1,808,-13,2020-09-20
V,Lower Rio Grande Valley,2020-05-13,35,-1,754,-54,2020-09-20
V,Lower Rio Grande Valley,2020-05-14,32,-3,768,14,2020-09-20
V,Lower Rio Grande Valley,2020-05-15,39,7,741,-27,2020-09-20
V,Lower Rio Grande Valley,2020-05-16,38,-1,691,-50,2020-09-20
V,Lower Rio Grande Valley,2020-05-17,33,-5,813,122,2020-09-20
V,Lower Rio Grande Valley,2020-05-18,36,3,799,-14,2020-09-20
V,Lower Rio Grande Valley,2020-05-19,36,0,852,53,2020-09-20
V,Lower Rio Grande Valley,2020-05-20,30,-6,811,-41,2020-09-20
V,Lower Rio Grande Valley,2020-05-21,29,-1,810,-1,2020-09-20
V,Lower Rio Grande Valley,2020-05-22,30,1,684,-126,2020-09-20
V,Lower Rio Grande Valley,2020-05-23,34,4,630,-54,2020-09-20
V,Lower Rio Grande Valley,2020-05-24,26,-8,627,-3,2020-09-20
V,Lower Rio Grande Valley,2020-05-25,31,5,627,0,2020-09-20
V,Lower Rio Grande Valley,2020-05-26,33,2,683,56,2020-09-20
V,Lower Rio Grande Valley,2020-05-27,32,-1,678,-5,2020-09-20
V,Lower Rio Grande Valley,2020-05-28,33,1,682,4,2020-09-20
V,Lower Rio Grande Valley,2020-05-29,36,3,621,-61,2020-09-20
V,Lower Rio Grande Valley,2020-05-30,31,-5,576,-45,2020-09-20
V,Lower Rio Grande Valley,2020-05-31,33,2,646,70,2020-09-20
V,Lower Rio Grande Valley,2020-06-01,37,4,616,-30,2020-09-20
V,Lower Rio Grande Valley,2020-06-02,37,0,647,31,2020-09-20
V,Lower Rio Grande Valley,2020-06-03,43,6,608,-39,2020-09-20
V,Lower Rio Grande Valley,2020-06-04,47,4,637,29,2020-09-20
V,Lower Rio Grande Valley,2020-06-05,46,-1,596,-41,2020-09-20
V,Lower Rio Grande Valley,2020-06-06,51,5,559,-37,2020-09-20
V,Lower Rio Grande Valley,2020-06-07,47,-4,566,7,2020-09-20
V,Lower Rio Grande Valley,2020-06-08,56,9,539,-27,2020-09-20
V,Lower Rio Grande Valley,2020-06-09,65,9,558,19,2020-09-20
V,Lower Rio Grande Valley,2020-06-10,67,2,543,-15,2020-09-20
V,Lower Rio Grande Valley,2020-06-11,67,0,520,-23,2020-09-20
V,Lower Rio Grande Valley,2020-06-12,91,24,418,-102,2020-09-20
V,Lower Rio Grande Valley,2020-06-13,94,3,403,-15,2020-09-20
V,Lower Rio Grande Valley,2020-06-14,99,5,618,215,2020-09-20
V,Lower Rio Grande Valley,2020-06-15,87,-12,574,-44,2020-09-20
V,Lower Rio Grande Valley,2020-06-16,122,35,564,-10,2020-09-20
V,Lower Rio Grande Valley,2020-06-17,164,42,546,-18,2020-09-20
V,Lower Rio Grande Valley,2020-06-18,175,11,595,49,2020-09-20
V,Lower Rio Grande Valley,2020-06-19,191,16,536,-59,2020-09-20
V,Lower Rio Grande Valley,2020-06-20,203,12,473,-63,2020-09-20
V,Lower Rio Grande Valley,2020-06-21,227,24,457,-16,2020-09-20
V,Lower Rio Grande Valley,2020-06-22,253,26,405,-52,2020-09-20
V,Lower Rio Grande Valley,2020-06-23,280,27,490,85,2020-09-20
V,Lower Rio Grande Valley,2020-06-24,312,32,446,-44,2020-09-20
V,Lower Rio Grande Valley,2020-06-25,398,86,359,-87,2020-09-20
V,Lower Rio Grande Valley,2020-06-26,405,7,361,2,2020-09-20
V,Lower Rio Grande Valley,2020-06-27,451,46,387,26,2020-09-20
V,Lower Rio Grande Valley,2020-06-28,462,11,447,60,2020-09-20
V,Lower Rio Grande Valley,2020-06-29,475,13,525,78,2020-09-20
V,Lower Rio Grande Valley,2020-06-30,545,70,509,-16,2020-09-20
V,Lower Rio Grande Valley,2020-07-01,588,43,419,-90,2020-09-20
V,Lower Rio Grande Valley,2020-07-02,693,105,443,24,2020-09-20
V,Lower Rio Grande Valley,2020-07-03,753,60,369,-74,2020-09-20
V,Lower Rio Grande Valley,2020-07-04,820,67,408,39,2020-09-20
V,Lower Rio Grande Valley,2020-07-05,836,16,303,-105,2020-09-20
V,Lower Rio Grande Valley,2020-07-06,954,118,367,64,2020-09-20
V,Lower Rio Grande Valley,2020-07-07,1097,143,676,309,2020-09-20
V,Lower Rio Grande Valley,2020-07-08,1179,82,424,-252,2020-09-20
V,Lower Rio Grande Valley,2020-07-09,1216,37,436,12,2020-09-20
V,Lower Rio Grande Valley,2020-07-10,1293,77,380,-56,2020-09-20
V,Lower Rio Grande Valley,2020-07-11,1197,-96,378,-2,2020-09-20
V,Lower Rio Grande Valley,2020-07-12,1356,159,439,61,2020-09-20
V,Lower Rio Grande Valley,2020-07-13,1351,-5,440,1,2020-09-20
V,Lower Rio Grande Valley,2020-07-14,1304,-47,374,-66,2020-09-20
V,Lower Rio Grande Valley,2020-07-15,1300,-4,339,-35,2020-09-20
V,Lower Rio Grande Valley,2020-07-16,1313,13,349,10,2020-09-20
V,Lower Rio Grande Valley,2020-07-17,1528,215,382,33,2020-09-20
V,Lower Rio Grande Valley,2020-07-18,1571,43,419,37,2020-09-20
V,Lower Rio Grande Valley,2020-07-19,1536,-35,480,61,2020-09-20
V,Lower Rio Grande Valley,2020-07-20,1502,-34,489,9,2020-09-20
V,Lower Rio Grande Valley,2020-07-21,1595,93,539,50,2020-09-20
V,Lower Rio Grande Valley,2020-07-22,1606,11,535,-4,2020-09-20
V,Lower Rio Grande Valley,2020-07-23,1269,-337,1506,971,2020-09-20
V,Lower Rio Grande Valley,2020-07-24,1584,315,1890,384,2020-09-20
V,Lower Rio Grande Valley,2020-07-25,1531,-53,1279,-611,2020-09-20
V,Lower Rio Grande Valley,2020-07-26,1262,-269,949,-330,2020-09-20
V,Lower Rio Grande Valley,2020-07-27,1547,285,956,7,2020-09-20
V,Lower Rio Grande Valley,2020-07-28,1392,-155,1651,695,2020-09-20
V,Lower Rio Grande Valley,2020-07-29,1379,-13,1732,81,2020-09-20
V,Lower Rio Grande Valley,2020-07-30,1397,18,488,-1244,2020-09-20
V,Lower Rio Grande Valley,2020-07-31,1449,52,371,-117,2020-09-20
V,Lower Rio Grande Valley,2020-08-01,1310,-139,469,98,2020-09-20
V,Lower Rio Grande Valley,2020-08-02,1249,-61,517,48,2020-09-20
V,Lower Rio Grande Valley,2020-08-03,1260,11,566,49,2020-09-20
V,Lower Rio Grande Valley,2020-08-04,1243,-17,618,52,2020-09-20
V,Lower Rio Grande Valley,2020-08-05,1212,-31,526,-92,2020-09-20
V,Lower Rio Grande Valley,2020-08-06,1185,-27,655,129,2020-09-20
V,Lower Rio Grande Valley,2020-08-07,1201,16,644,-11,2020-09-20
V,Lower Rio Grande Valley,2020-08-09,1109,-92,733,9,2020-09-20
V,Lower Rio Grande Valley,2020-08-10,1101,-8,747,14,2020-09-20
V,Lower Rio Grande Valley,2020-08-11,1093,-8,674,-73,2020-09-20
V,Lower Rio Grande Valley,2020-08-12,1083,-10,636,-38,2020-09-20
V,Lower Rio Grande Valley,2020-08-13,985,-98,679,43,2020-09-20
V,Lower Rio Grande Valley,2020-08-14,967,-18,679,0,2020-09-20
V,Lower Rio Grande Valley,2020-08-15,918,-49,761,82,2020-09-20
V,Lower Rio Grande Valley,2020-08-17,839,-79,769,8,2020-09-20
V,Lower Rio Grande Valley,2020-08-18,797,-42,788,19,2020-09-20
V,Lower Rio Grande Valley,2020-08-19,730,-67,799,11,2020-09-20
V,Lower Rio Grande Valley,2020-08-20,728,-2,799,0,2020-09-20
V,Lower Rio Grande Valley,2020-08-21,702,-26,884,85,2020-09-20
V,Lower Rio Grande Valley,2020-08-22,667,-35,816,-68,2020-09-20
V,Lower Rio Grande Valley,2020-08-23,677,10,788,-28,2020-09-20
V,Lower Rio Grande Valley,2020-08-24,624,-53,917,129,2020-09-20
V,Lower Rio Grande Valley,2020-08-25,647,23,947,30,2020-09-20
V,Lower Rio Grande Valley,2020-08-26,610,-37,1004,57,2020-09-20
V,Lower Rio Grande Valley,2020-08-27,588,-22,1014,10,2020-09-20
V,Lower Rio Grande Valley,2020-08-28,586,-2,992,-22,2020-09-20
V,Lower Rio Grande Valley,2020-08-29,549,-37,987,-5,2020-09-20
V,Lower Rio Grande Valley,2020-08-30,545,-4,1028,41,2020-09-20
V,Lower Rio Grande Valley,2020-08-31,545,0,990,-38,2020-09-20
V,Lower Rio Grande Valley,2020-09-01,504,-41,1004,14,2020-09-20
V,Lower Rio Grande Valley,2020-09-02,498,-6,1042,38,2020-09-20
V,Lower Rio Grande Valley,2020-09-03,499,1,1029,-13,2020-09-20
V,Lower Rio Grande Valley,2020-09-04,458,-41,1045,16,2020-09-20
V,Lower Rio Grande Valley,2020-09-05,447,-11,1059,14,2020-09-20
V,Lower Rio Grande Valley,2020-09-06,421,-26,1047,-12,2020-09-20
V,Lower Rio Grande Valley,2020-09-07,402,-19,1055,8,2020-09-20
V,Lower Rio Grande Valley,2020-09-08,408,6,960,-95,2020-09-20
V,Lower Rio Grande Valley,2020-09-09,425,17,967,7,2020-09-20
V,Lower Rio Grande Valley,2020-09-10,408,-17,946,-21,2020-09-20
V,Lower Rio Grande Valley,2020-09-11,402,-6,794,-152,2020-09-20
V,Lower Rio Grande Valley,2020-09-12,386,-16,827,33,2020-09-20
V,Lower Rio Grande Valley,2020-09-13,379,-7,874,47,2020-09-20
V,Lower Rio Grande Valley,2020-09-14,379,0,943,69,2020-09-20
V,Lower Rio Grande Valley,2020-09-15,360,-19,993,50,2020-09-20
V,Lower Rio Grande Valley,2020-09-16,346,-14,1011,18,2020-09-20
V,Lower Rio Grande Valley,2020-09-17,347,1,1008,-3,2020-09-20
V,Lower Rio Grande Valley,2020-09-18,341,-6,983,-25,2020-09-20
V,Lower Rio Grande Valley,2020-09-19,309,-32,939,-44,2020-09-20
V,Lower Rio Grande Valley,,1213,904,816,-123,2020-09-20
V,Lower Rio Grande Valley,,906,-307,816,-123,2020-09-20
