TSA_ID,TSA_Name,Date,DailyCount,DailyDelta,LastUpdateDate
C,Wichita Falls,2020-05-26,293,-17,2020-07-25
C,Wichita Falls,2020-05-27,296,3,2020-07-25
C,Wichita Falls,2020-05-28,298,2,2020-07-25
C,Wichita Falls,2020-05-29,241,-57,2020-07-25
C,Wichita Falls,2020-05-30,232,-9,2020-07-25
C,Wichita Falls,2020-05-31,261,29,2020-07-25
C,Wichita Falls,2020-06-01,263,2,2020-07-25
C,Wichita Falls,2020-06-02,259,-4,2020-07-25
C,Wichita Falls,2020-06-03,240,-19,2020-07-25
C,Wichita Falls,2020-06-04,238,-2,2020-07-25
C,Wichita Falls,2020-06-05,242,4,2020-07-25
C,Wichita Falls,2020-06-06,245,3,2020-07-25
C,Wichita Falls,2020-06-07,412,167,2020-07-25
C,Wichita Falls,2020-06-08,202,-210,2020-07-25
C,Wichita Falls,2020-06-09,246,44,2020-07-25
C,Wichita Falls,2020-06-10,232,-14,2020-07-25
C,Wichita Falls,2020-06-11,221,-11,2020-07-25
C,Wichita Falls,2020-06-12,227,6,2020-07-25
C,Wichita Falls,2020-06-13,212,-15,2020-07-25
C,Wichita Falls,2020-06-14,220,8,2020-07-25
C,Wichita Falls,2020-06-15,220,0,2020-07-25
C,Wichita Falls,2020-06-16,257,37,2020-07-25
C,Wichita Falls,2020-06-17,241,-16,2020-07-25
C,Wichita Falls,2020-06-18,242,1,2020-07-25
C,Wichita Falls,2020-06-19,245,3,2020-07-25
C,Wichita Falls,2020-06-20,232,-13,2020-07-25
C,Wichita Falls,2020-06-21,235,3,2020-07-25
C,Wichita Falls,2020-06-22,247,12,2020-07-25
C,Wichita Falls,2020-06-23,246,-1,2020-07-25
C,Wichita Falls,2020-06-24,260,14,2020-07-25
C,Wichita Falls,2020-06-25,218,-42,2020-07-25
C,Wichita Falls,2020-06-26,220,2,2020-07-25
C,Wichita Falls,2020-06-27,255,35,2020-07-25
C,Wichita Falls,2020-06-28,238,-17,2020-07-25
C,Wichita Falls,2020-06-29,237,-1,2020-07-25
C,Wichita Falls,2020-06-30,254,17,2020-07-25
C,Wichita Falls,2020-07-01,254,0,2020-07-25
C,Wichita Falls,2020-07-02,238,-16,2020-07-25
C,Wichita Falls,2020-07-03,241,3,2020-07-25
C,Wichita Falls,2020-07-04,229,-12,2020-07-25
C,Wichita Falls,2020-07-05,240,11,2020-07-25
C,Wichita Falls,2020-07-06,264,24,2020-07-25
C,Wichita Falls,2020-07-07,243,-21,2020-07-25
C,Wichita Falls,2020-07-08,218,-25,2020-07-25
C,Wichita Falls,2020-07-09,218,0,2020-07-25
C,Wichita Falls,2020-07-10,228,10,2020-07-25
C,Wichita Falls,2020-07-11,237,9,2020-07-25
C,Wichita Falls,2020-07-12,239,2,2020-07-25
C,Wichita Falls,2020-07-13,248,9,2020-07-25
C,Wichita Falls,2020-07-14,248,0,2020-07-25
C,Wichita Falls,2020-07-15,237,-11,2020-07-25
C,Wichita Falls,2020-07-16,215,-22,2020-07-25
C,Wichita Falls,2020-07-17,208,-7,2020-07-25
C,Wichita Falls,2020-07-18,233,25,2020-07-25
C,Wichita Falls,2020-07-19,249,16,2020-07-25
C,Wichita Falls,2020-07-20,239,-10,2020-07-25
C,Wichita Falls,2020-07-21,227,-12,2020-07-25
C,Wichita Falls,2020-07-22,238,11,2020-07-25
C,Wichita Falls,2020-07-23,243,5,2020-07-25
C,Wichita Falls,2020-07-24,298,55,2020-07-25
D,Abilene,2020-04-12,479,,2020-07-25
D,Abilene,2020-04-13,478,-1,2020-07-25
D,Abilene,2020-04-14,498,20,2020-07-25
D,Abilene,2020-04-15,451,-47,2020-07-25
D,Abilene,2020-04-16,460,9,2020-07-25
D,Abilene,2020-04-17,453,-7,2020-07-25
D,Abilene,2020-04-18,444,-9,2020-07-25
D,Abilene,2020-04-19,450,6,2020-07-25
D,Abilene,2020-04-20,443,-7,2020-07-25
D,Abilene,2020-04-21,420,-23,2020-07-25
D,Abilene,2020-04-22,436,16,2020-07-25
D,Abilene,2020-04-23,427,-9,2020-07-25
D,Abilene,2020-04-24,450,23,2020-07-25
D,Abilene,2020-04-25,438,-12,2020-07-25
D,Abilene,2020-04-26,436,-2,2020-07-25
D,Abilene,2020-04-27,437,1,2020-07-25
D,Abilene,2020-04-28,457,20,2020-07-25
D,Abilene,2020-04-29,456,-1,2020-07-25
D,Abilene,2020-04-30,455,-1,2020-07-25
D,Abilene,2020-05-01,454,-1,2020-07-25
D,Abilene,2020-05-02,415,-39,2020-07-25
D,Abilene,2020-05-03,433,18,2020-07-25
D,Abilene,2020-05-04,434,1,2020-07-25
D,Abilene,2020-05-05,414,-20,2020-07-25
D,Abilene,2020-05-06,412,-2,2020-07-25
D,Abilene,2020-05-07,422,10,2020-07-25
D,Abilene,2020-05-08,414,-8,2020-07-25
D,Abilene,2020-05-09,424,10,2020-07-25
D,Abilene,2020-05-10,415,-9,2020-07-25
D,Abilene,2020-05-11,405,-10,2020-07-25
D,Abilene,2020-05-12,410,5,2020-07-25
D,Abilene,2020-05-13,360,-50,2020-07-25
D,Abilene,2020-05-14,384,24,2020-07-25
D,Abilene,2020-05-15,388,4,2020-07-25
D,Abilene,2020-05-16,393,5,2020-07-25
D,Abilene,2020-05-17,370,-23,2020-07-25
D,Abilene,2020-05-18,466,96,2020-07-25
D,Abilene,2020-05-19,453,-13,2020-07-25
D,Abilene,2020-05-20,437,-16,2020-07-25
D,Abilene,2020-05-21,424,-13,2020-07-25
D,Abilene,2020-05-22,437,13,2020-07-25
D,Abilene,2020-05-23,436,-1,2020-07-25
D,Abilene,2020-05-24,282,-154,2020-07-25
D,Abilene,2020-05-25,429,147,2020-07-25
D,Abilene,2020-05-26,423,-6,2020-07-25
D,Abilene,2020-05-27,419,-4,2020-07-25
D,Abilene,2020-05-28,424,5,2020-07-25
D,Abilene,2020-05-29,473,49,2020-07-25
D,Abilene,2020-05-30,419,-54,2020-07-25
D,Abilene,2020-05-31,447,28,2020-07-25
D,Abilene,2020-06-01,413,-34,2020-07-25
D,Abilene,2020-06-02,407,-6,2020-07-25
D,Abilene,2020-06-03,349,-58,2020-07-25
D,Abilene,2020-06-04,333,-16,2020-07-25
D,Abilene,2020-06-05,336,3,2020-07-25
D,Abilene,2020-06-06,405,69,2020-07-25
D,Abilene,2020-06-07,386,-19,2020-07-25
D,Abilene,2020-06-08,355,-31,2020-07-25
D,Abilene,2020-06-09,493,138,2020-07-25
D,Abilene,2020-06-10,463,-30,2020-07-25
D,Abilene,2020-06-11,372,-91,2020-07-25
D,Abilene,2020-06-12,403,31,2020-07-25
D,Abilene,2020-06-13,354,-49,2020-07-25
D,Abilene,2020-06-14,402,48,2020-07-25
D,Abilene,2020-06-15,316,-86,2020-07-25
D,Abilene,2020-06-16,376,60,2020-07-25
D,Abilene,2020-06-17,452,76,2020-07-25
D,Abilene,2020-06-18,441,-11,2020-07-25
D,Abilene,2020-06-19,456,15,2020-07-25
D,Abilene,2020-06-20,384,-72,2020-07-25
D,Abilene,2020-06-21,399,15,2020-07-25
D,Abilene,2020-06-22,387,-12,2020-07-25
D,Abilene,2020-06-23,434,47,2020-07-25
D,Abilene,2020-06-24,439,5,2020-07-25
D,Abilene,2020-06-25,430,-9,2020-07-25
D,Abilene,2020-06-26,455,25,2020-07-25
D,Abilene,2020-06-27,453,-2,2020-07-25
D,Abilene,2020-06-28,461,8,2020-07-25
D,Abilene,2020-06-29,398,-63,2020-07-25
D,Abilene,2020-06-30,424,26,2020-07-25
D,Abilene,2020-07-01,435,11,2020-07-25
D,Abilene,2020-07-02,387,-48,2020-07-25
D,Abilene,2020-07-03,380,-7,2020-07-25
D,Abilene,2020-07-04,427,47,2020-07-25
D,Abilene,2020-07-05,429,2,2020-07-25
D,Abilene,2020-07-06,307,-122,2020-07-25
D,Abilene,2020-07-07,465,158,2020-07-25
D,Abilene,2020-07-08,475,10,2020-07-25
D,Abilene,2020-07-09,468,-7,2020-07-25
D,Abilene,2020-07-10,324,-144,2020-07-25
D,Abilene,2020-07-11,391,67,2020-07-25
D,Abilene,2020-07-12,439,48,2020-07-25
D,Abilene,2020-07-13,451,12,2020-07-25
