County,Date,DailyCount_cases,DailyDelta_cases,DailyCount_tests,DailyDelta_tests,DailyCount_deaths,DailyDelta_deaths,LastUpdateDate
Anderson,2020-03-04,0,,,,,,2020-11-26
Anderson,2020-03-05,0,0,,,,,2020-11-26
Anderson,2020-03-06,0,0,,,,,2020-11-26
Anderson,2020-03-09,0,0,,,0,0,2020-11-26
Anderson,2020-03-10,0,0,,,0,0,2020-11-26
Anderson,2020-03-11,0,0,,,0,0,2020-11-26
Anderson,2020-03-12,0,0,,,0,0,2020-11-26
Anderson,2020-03-13,0,0,,,0,0,2020-11-26
Anderson,2020-03-15,0,0,,,0,0,2020-11-26
Anderson,2020-03-16,0,0,,,0,0,2020-11-26
Anderson,2020-03-17,0,0,,,0,0,2020-11-26
Anderson,2020-03-18,0,0,,,0,0,2020-11-26
Anderson,2020-03-19,0,0,,,0,0,2020-11-26
Anderson,2020-03-20,0,0,,,0,0,2020-11-26
Anderson,2020-03-21,0,0,,,0,0,2020-11-26
Anderson,2020-03-22,0,0,,,0,0,2020-11-26
Anderson,2020-03-23,0,0,,,0,0,2020-11-26
Anderson,2020-03-24,0,0,,,0,0,2020-11-26
Anderson,2020-03-25,0,0,,,0,0,2020-11-26
Anderson,2020-03-26,0,0,,,0,0,2020-11-26
Anderson,2020-03-27,0,0,,,0,0,2020-11-26
Anderson,2020-03-28,0,0,,,0,0,2020-11-26
Anderson,2020-03-29,0,0,,,0,0,2020-11-26
Anderson,2020-03-30,0,0,,,0,0,2020-11-26
Anderson,2020-03-31,0,0,,,0,0,2020-11-26
Anderson,2020-04-01,1,1,,,0,0,2020-11-26
Anderson,2020-04-02,1,0,,,0,0,2020-11-26
Anderson,2020-04-03,1,0,,,0,0,2020-11-26
Anderson,2020-04-04,1,0,,,0,0,2020-11-26
Anderson,2020-04-05,1,0,,,0,0,2020-11-26
Anderson,2020-04-06,1,0,,,0,0,2020-11-26
Anderson,2020-04-07,1,0,,,0,0,2020-11-26
Anderson,2020-04-08,1,0,,,0,0,2020-11-26
Anderson,2020-04-09,2,1,,,0,0,2020-11-26
Anderson,2020-04-10,2,0,,,0,0,2020-11-26
Anderson,2020-04-11,3,1,,,0,0,2020-11-26
Anderson,2020-04-12,3,0,,,0,0,2020-11-26
Anderson,2020-04-13,3,0,,,1,1,2020-11-26
Anderson,2020-04-14,3,0,,,1,0,2020-11-26
Anderson,2020-04-15,4,1,,,1,0,2020-11-26
Anderson,2020-04-16,6,2,,,1,0,2020-11-26
Anderson,2020-04-17,6,0,,,1,0,2020-11-26
Anderson,2020-04-18,6,0,,,1,0,2020-11-26
Anderson,2020-04-19,8,2,,,1,0,2020-11-26
Anderson,2020-04-20,8,0,,,1,0,2020-11-26
Anderson,2020-04-21,10,2,270,,1,0,2020-11-26
Anderson,2020-04-22,14,4,282,12,1,0,2020-11-26
Anderson,2020-04-23,14,0,297,15,1,0,2020-11-26
Anderson,2020-04-24,16,2,329,32,1,0,2020-11-26
Anderson,2020-04-25,16,0,337,8,1,0,2020-11-26
Anderson,2020-04-26,18,2,337,0,1,0,2020-11-26
Anderson,2020-04-27,19,1,360,23,1,0,2020-11-26
Anderson,2020-04-28,23,4,360,0,1,0,2020-11-26
Anderson,2020-04-29,23,0,397,37,1,0,2020-11-26
Anderson,2020-04-30,29,6,416,19,1,0,2020-11-26
Anderson,2020-05-01,30,1,415,-1,1,0,2020-11-26
Anderson,2020-05-02,32,2,430,15,1,0,2020-11-26
Anderson,2020-05-03,32,0,431,1,1,0,2020-11-26
Anderson,2020-05-04,32,0,458,27,1,0,2020-11-26
Anderson,2020-05-05,34,2,,,1,0,2020-11-26
Anderson,2020-05-06,38,4,592,134,1,0,2020-11-26
Anderson,2020-05-07,40,2,621,29,1,0,2020-11-26
Anderson,2020-05-08,41,1,658,37,1,0,2020-11-26
Anderson,2020-05-09,41,0,677,19,1,0,2020-11-26
Anderson,2020-05-10,41,0,710,33,1,0,2020-11-26
Anderson,2020-05-11,41,0,724,14,1,0,2020-11-26
Anderson,2020-05-12,50,9,786,62,1,0,2020-11-26
Anderson,2020-05-13,50,0,800,14,1,0,2020-11-26
Anderson,2020-05-14,51,1,822,22,1,0,2020-11-26
Anderson,2020-05-15,52,1,824,2,1,0,2020-11-26
Anderson,2020-05-16,54,2,836,12,1,0,2020-11-26
Anderson,2020-05-17,54,0,857,21,1,0,2020-11-26
Anderson,2020-05-18,54,0,1008,151,1,0,2020-11-26
Anderson,2020-05-19,60,6,1034,26,1,0,2020-11-26
Anderson,2020-05-20,61,1,1046,12,1,0,2020-11-26
Anderson,2020-05-21,63,2,1057,11,1,0,2020-11-26
Anderson,2020-05-22,64,1,1094,37,1,0,2020-11-26
Anderson,2020-05-23,66,2,,,1,0,2020-11-26
Anderson,2020-05-24,66,0,1152,58,1,0,2020-11-26
Anderson,2020-05-25,66,0,1160,8,1,0,2020-11-26
Anderson,2020-05-26,66,0,1165,5,2,1,2020-11-26
Anderson,2020-05-27,66,0,1167,2,2,0,2020-11-26
Anderson,2020-05-28,66,0,1176,9,3,1,2020-11-26
Anderson,2020-05-29,72,6,1183,7,3,0,2020-11-26
Anderson,2020-05-30,72,0,1190,7,3,0,2020-11-26
Anderson,2020-05-31,72,0,1191,1,3,0,2020-11-26
Anderson,2020-06-01,72,0,1263,72,3,0,2020-11-26
Anderson,2020-06-02,76,4,1276,13,3,0,2020-11-26
Anderson,2020-06-03,78,2,1311,35,3,0,2020-11-26
Anderson,2020-06-04,85,7,1347,36,3,0,2020-11-26
Anderson,2020-06-05,87,2,1400,53,3,0,2020-11-26
Anderson,2020-06-06,85,-2,1450,50,3,0,2020-11-26
Anderson,2020-06-07,85,0,1599,149,3,0,2020-11-26
Anderson,2020-06-08,85,0,1606,7,3,0,2020-11-26
Anderson,2020-06-09,91,6,1620,14,3,0,2020-11-26
Anderson,2020-06-10,91,0,,,3,0,2020-11-26
Anderson,2020-06-11,95,4,1627,7,3,0,2020-11-26
Anderson,2020-06-12,95,0,1632,5,3,0,2020-11-26
Anderson,2020-06-13,102,7,1634,2,3,0,2020-11-26
Anderson,2020-06-14,102,0,2035,401,3,0,2020-11-26
Anderson,2020-06-15,102,0,2568,533,3,0,2020-11-26
Anderson,2020-06-16,989,887,2679,111,3,0,2020-11-26
Anderson,2020-06-17,990,1,2703,24,3,0,2020-11-26
Anderson,2020-06-18,1003,13,2713,10,3,0,2020-11-26
Anderson,2020-06-19,1007,4,2723,10,3,0,2020-11-26
Anderson,2020-06-20,1006,-1,2736,13,3,0,2020-11-26
Anderson,2020-06-21,1006,0,3309,573,4,1,2020-11-26
Anderson,2020-06-22,1006,0,5058,1749,4,0,2020-11-26
Anderson,2020-06-23,1009,3,5730,672,4,0,2020-11-26
Anderson,2020-06-24,1013,4,5803,73,4,0,2020-11-26
Anderson,2020-06-25,1014,1,6116,313,5,1,2020-11-26
Anderson,2020-06-26,1017,3,6548,432,5,0,2020-11-26
Anderson,2020-06-27,1017,0,6563,15,5,0,2020-11-26
Anderson,2020-06-28,1016,-1,6571,8,5,0,2020-11-26
Anderson,2020-06-29,1016,0,6578,7,5,0,2020-11-26
Anderson,2020-06-30,1032,16,6591,13,5,0,2020-11-26
Anderson,2020-07-01,1040,8,7091,500,6,1,2020-11-26
Anderson,2020-07-02,1063,23,8000,909,6,0,2020-11-26
Anderson,2020-07-03,1072,9,10982,2982,6,0,2020-11-26
Anderson,2020-07-04,1070,-2,11017,35,6,0,2020-11-26
Anderson,2020-07-05,1082,12,11037,20,6,0,2020-11-26
Anderson,2020-07-06,1082,0,11081,44,6,0,2020-11-26
Anderson,2020-07-07,1108,26,11281,200,6,0,2020-11-26
Anderson,2020-07-08,1152,44,11313,32,6,0,2020-11-26
Anderson,2020-07-09,1533,381,11383,70,6,0,2020-11-26
Anderson,2020-07-10,1761,228,11680,297,6,0,2020-11-26
Anderson,2020-07-11,1796,35,13682,2002,6,0,2020-11-26
Anderson,2020-07-12,1796,0,14002,320,6,0,2020-11-26
Anderson,2020-07-13,1890,94,14622,620,7,1,2020-11-26
Anderson,2020-07-14,1917,27,15209,587,7,0,2020-11-26
Anderson,2020-07-15,1944,27,15660,451,7,0,2020-11-26
Anderson,2020-07-16,1956,12,15675,15,8,1,2020-11-26
Anderson,2020-07-17,2003,47,15853,178,8,0,2020-11-26
Anderson,2020-07-18,2017,14,15846,-7,8,0,2020-11-26
Anderson,2020-07-19,2017,0,15888,42,8,0,2020-11-26
Anderson,2020-07-20,2015,-2,15909,21,8,0,2020-11-26
Anderson,2020-07-21,2051,36,15940,31,9,1,2020-11-26
Anderson,2020-07-22,2062,11,15956,16,9,0,2020-11-26
Anderson,2020-07-23,2077,15,15962,6,12,3,2020-11-26
Anderson,2020-07-24,2116,39,15983,21,12,0,2020-11-26
Anderson,2020-07-25,2140,24,16032,49,12,0,2020-11-26
Anderson,2020-07-26,2140,0,16055,23,13,1,2020-11-26
Anderson,2020-07-27,2142,2,16060,5,13,0,2020-11-26
Anderson,2020-07-28,2162,20,16061,1,13,0,2020-11-26
Anderson,2020-07-29,2172,10,16544,483,13,0,2020-11-26
Anderson,2020-07-30,2174,2,17593,1049,15,2,2020-11-26
Anderson,2020-07-31,2196,22,19903,2310,15,0,2020-11-26
Anderson,2020-08-01,2209,13,20612,709,16,1,2020-11-26
Anderson,2020-08-02,2209,0,20740,128,16,0,2020-11-26
Anderson,2020-08-03,2307,98,20837,97,16,0,2020-11-26
Anderson,2020-08-04,2329,22,20899,62,17,1,2020-11-26
Anderson,2020-08-05,2355,26,21065,166,18,1,2020-11-26
Anderson,2020-08-06,2353,-2,21100,35,18,0,2020-11-26
Anderson,2020-08-07,2379,26,21524,424,18,0,2020-11-26
Anderson,2020-08-08,2402,23,22780,1256,19,1,2020-11-26
Anderson,2020-08-09,2402,0,23205,425,20,1,2020-11-26
Anderson,2020-08-10,2403,1,23329,124,21,1,2020-11-26
Anderson,2020-08-11,2406,3,23354,25,22,1,2020-11-26
Anderson,2020-08-12,2428,22,23388,34,22,0,2020-11-26
Anderson,2020-08-13,2437,9,23436,48,22,0,2020-11-26
Anderson,2020-08-14,2435,-2,23470,34,22,0,2020-11-26
Anderson,2020-08-15,2434,-1,23471,1,22,0,2020-11-26
Anderson,2020-08-16,2434,0,23570,99,22,0,2020-11-26
Anderson,2020-08-17,2434,0,23771,201,22,0,2020-11-26
Anderson,2020-08-18,2438,4,23779,8,22,0,2020-11-26
Anderson,2020-08-19,2423,-15,23798,19,22,0,2020-11-26
Anderson,2020-08-20,2416,-7,23837,39,22,0,2020-11-26
Anderson,2020-08-21,2417,1,23868,31,22,0,2020-11-26
Anderson,2020-08-22,2425,8,23957,89,22,0,2020-11-26
Anderson,2020-08-23,2425,0,23966,9,22,0,2020-11-26
Anderson,2020-08-24,2431,6,23976,10,22,0,2020-11-26
Anderson,2020-08-25,2449,18,24015,39,22,0,2020-11-26
Anderson,2020-08-26,2453,4,24101,86,22,0,2020-11-26
Anderson,2020-08-27,2482,29,24153,52,23,1,2020-11-26
Anderson,2020-08-28,2495,13,24224,71,23,0,2020-11-26
Anderson,2020-08-29,2502,7,24236,12,24,1,2020-11-26
Anderson,2020-08-30,2502,0,24285,49,25,1,2020-11-26
Anderson,2020-08-31,2502,0,24289,4,25,0,2020-11-26
Anderson,2020-09-01,2520,18,24291,2,25,0,2020-11-26
Anderson,2020-09-02,2527,7,24378,87,25,0,2020-11-26
Anderson,2020-09-03,2519,-8,24399,21,26,1,2020-11-26
Anderson,2020-09-04,2538,19,24446,47,26,0,2020-11-26
Anderson,2020-09-05,2554,16,24490,44,26,0,2020-11-26
Anderson,2020-09-06,2556,2,25102,612,26,0,2020-11-26
Anderson,2020-09-07,2556,0,25291,189,26,0,2020-11-26
Anderson,2020-09-08,2694,138,25430,139,26,0,2020-11-26
Anderson,2020-09-09,2744,50,25569,139,27,1,2020-11-26
Anderson,2020-09-10,2776,32,25569,0,29,2,2020-11-26
Anderson,2020-09-11,2760,-16,25622,53,30,1,2020-11-26
Anderson,2020-09-12,2763,3,26253,631,30,0,2020-11-26
Anderson,2020-09-13,2763,0,,,31,1,2020-11-26
Anderson,2020-09-14,2762,-1,,,33,2,2020-11-26
Anderson,2020-09-15,2776,14,,,33,0,2020-11-26
Anderson,2020-09-16,2799,23,,,33,0,2020-11-26
Anderson,2020-09-17,2812,13,,,33,0,2020-11-26
Anderson,2020-09-18,1744,-1068,,,33,0,2020-11-26
Anderson,2020-09-19,1741,-3,,,33,0,2020-11-26
Anderson,2020-09-20,1741,0,,,34,1,2020-11-26
Anderson,2020-09-21,2792,1051,,,35,1,2020-11-26
Anderson,2020-09-22,2801,9,,,35,0,2020-11-26
Anderson,2020-09-23,2822,21,,,36,1,2020-11-26
Anderson,2020-09-24,2825,3,,,36,0,2020-11-26
Anderson,2020-09-25,2832,7,,,37,1,2020-11-26
Anderson,2020-09-26,2840,8,,,37,0,2020-11-26
Anderson,2020-09-27,2840,0,,,37,0,2020-11-26
Anderson,2020-09-28,2840,0,,,37,0,2020-11-26
Anderson,2020-09-29,2824,-16,,,38,1,2020-11-26
Anderson,2020-09-30,2832,8,,,38,0,2020-11-26
Anderson,2020-10-01,2844,12,,,39,1,2020-11-26
Anderson,2020-10-02,2829,-15,,,39,0,2020-11-26
Anderson,2020-10-03,2821,-8,,,39,0,2020-11-26
Anderson,2020-10-04,2821,0,,,39,0,2020-11-26
Anderson,2020-10-05,2859,38,,,39,0,2020-11-26
Anderson,2020-10-06,2836,-23,,,39,0,2020-11-26
Anderson,2020-10-07,2849,13,,,41,2,2020-11-26
Anderson,2020-10-08,2858,9,,,41,0,2020-11-26
Anderson,2020-10-09,2872,14,,,41,0,2020-11-26
Anderson,2020-10-10,2868,-4,,,41,0,2020-11-26
Anderson,2020-10-11,2868,0,,,41,0,2020-11-26
Anderson,2020-10-12,2879,11,,,41,0,2020-11-26
Anderson,2020-10-13,2892,13,,,41,0,2020-11-26
Anderson,2020-10-14,2885,-7,,,41,0,2020-11-26
Anderson,2020-10-15,2903,18,,,41,0,2020-11-26
Anderson,2020-10-16,2906,3,,,41,0,2020-11-26
Anderson,2020-10-17,2909,3,,,41,0,2020-11-26
Anderson,2020-10-18,2909,0,,,41,0,2020-11-26
Anderson,2020-10-19,2909,0,,,41,0,2020-11-26
Anderson,2020-10-20,2920,11,,,41,0,2020-11-26
Anderson,2020-10-21,2922,2,,,41,0,2020-11-26
Anderson,2020-10-22,2934,12,,,41,0,2020-11-26
Anderson,2020-10-23,2935,1,,,41,0,2020-11-26
Anderson,2020-10-24,2941,6,,,41,0,2020-11-26
Anderson,2020-10-25,2941,0,,,41,0,2020-11-26
Anderson,2020-10-26,2946,5,,,41,0,2020-11-26
Anderson,2020-10-27,2949,3,,,41,0,2020-11-26
Anderson,2020-10-28,2961,12,,,42,1,2020-11-26
Anderson,2020-10-29,2970,9,,,42,0,2020-11-26
Anderson,2020-10-30,2970,0,,,43,1,2020-11-26
Anderson,2020-10-31,2979,9,,,43,0,2020-11-26
Anderson,2020-11-01,2979,0,,,43,0,2020-11-26
Anderson,2020-11-02,2979,0,,,43,0,2020-11-26
Anderson,2020-11-03,2987,8,,,44,1,2020-11-26
Anderson,2020-11-04,2981,-6,,,44,0,2020-11-26
Anderson,2020-11-05,3011,30,,,44,0,2020-11-26
Anderson,2020-11-06,3008,-3,,,44,0,2020-11-26
Anderson,2020-11-07,3018,10,,,44,0,2020-11-26
Anderson,2020-11-08,3021,3,,,45,1,2020-11-26
Anderson,2020-11-09,3021,0,,,45,0,2020-11-26
Anderson,2020-11-10,3028,7,,,45,0,2020-11-26
Anderson,2020-11-11,3035,7,,,45,0,2020-11-26
Anderson,2020-11-12,3045,10,,,45,0,2020-11-26
Anderson,2020-11-13,3041,-4,,,45,0,2020-11-26
Anderson,2020-11-14,3045,4,,,45,0,2020-11-26
Anderson,2020-11-15,3051,6,,,46,1,2020-11-26
Anderson,2020-11-16,3051,0,,,47,1,2020-11-26
Anderson,2020-11-17,3065,14,,,47,0,2020-11-26
Anderson,2020-11-18,3095,30,,,47,0,2020-11-26
Anderson,2020-11-19,3101,6,,,47,0,2020-11-26
Anderson,2020-11-20,3092,-9,,,47,0,2020-11-26
Anderson,2020-11-21,3127,35,,,47,0,2020-11-26
Anderson,2020-11-22,3127,0,,,47,0,2020-11-26
Anderson,2020-11-23,3118,-9,,,47,0,2020-11-26
Anderson,2020-11-24,3143,25,,,47,0,2020-11-26
Anderson,2020-11-25,3150,7,,,,,2020-11-26
Andrews,2020-03-04,0,,,,,,2020-11-26
Andrews,2020-03-05,0,0,,,,,2020-11-26
Andrews,2020-03-06,0,0,,,,,2020-11-26
Andrews,2020-03-09,0,0,,,0,0,2020-11-26
Andrews,2020-03-10,0,0,,,0,0,2020-11-26
Andrews,2020-03-11,0,0,,,0,0,2020-11-26
Andrews,2020-03-12,0,0,,,0,0,2020-11-26
Andrews,2020-03-13,0,0,,,0,0,2020-11-26
Andrews,2020-03-15,0,0,,,0,0,2020-11-26
Andrews,2020-03-16,0,0,,,0,0,2020-11-26
Andrews,2020-03-17,0,0,,,0,0,2020-11-26
Andrews,2020-03-18,0,0,,,0,0,2020-11-26
Andrews,2020-03-19,0,0,,,0,0,2020-11-26
Andrews,2020-03-20,0,0,,,0,0,2020-11-26
Andrews,2020-03-21,0,0,,,0,0,2020-11-26
Andrews,2020-03-22,0,0,,,0,0,2020-11-26
Andrews,2020-03-23,0,0,,,0,0,2020-11-26
Andrews,2020-03-24,0,0,,,0,0,2020-11-26
Andrews,2020-03-25,0,0,,,0,0,2020-11-26
Andrews,2020-03-26,0,0,,,0,0,2020-11-26
Andrews,2020-03-27,0,0,,,0,0,2020-11-26
Andrews,2020-03-28,0,0,,,0,0,2020-11-26
Andrews,2020-03-29,0,0,,,0,0,2020-11-26
Andrews,2020-03-30,0,0,,,0,0,2020-11-26
Andrews,2020-03-31,0,0,,,0,0,2020-11-26
Andrews,2020-04-01,0,0,,,0,0,2020-11-26
Andrews,2020-04-02,0,0,,,0,0,2020-11-26
Andrews,2020-04-03,0,0,,,0,0,2020-11-26
Andrews,2020-04-04,1,1,,,0,0,2020-11-26
Andrews,2020-04-05,6,5,,,0,0,2020-11-26
Andrews,2020-04-06,6,0,,,0,0,2020-11-26
Andrews,2020-04-07,10,4,,,0,0,2020-11-26
Andrews,2020-04-08,10,0,,,0,0,2020-11-26
Andrews,2020-04-09,10,0,,,0,0,2020-11-26
Andrews,2020-04-10,11,1,,,0,0,2020-11-26
Andrews,2020-04-11,11,0,,,0,0,2020-11-26
Andrews,2020-04-12,11,0,,,0,0,2020-11-26
Andrews,2020-04-13,12,1,,,0,0,2020-11-26
Andrews,2020-04-14,13,1,,,0,0,2020-11-26
Andrews,2020-04-15,13,0,,,0,0,2020-11-26
Andrews,2020-04-16,19,6,,,0,0,2020-11-26
Andrews,2020-04-17,19,0,,,0,0,2020-11-26
Andrews,2020-04-18,19,0,,,0,0,2020-11-26
Andrews,2020-04-19,19,0,,,0,0,2020-11-26
Andrews,2020-04-20,19,0,,,0,0,2020-11-26
Andrews,2020-04-21,19,0,2,,0,0,2020-11-26
Andrews,2020-04-22,19,0,2,0,0,0,2020-11-26
Andrews,2020-04-23,19,0,5,3,0,0,2020-11-26
Andrews,2020-04-24,19,0,6,1,0,0,2020-11-26
Andrews,2020-04-25,19,0,6,0,0,0,2020-11-26
Andrews,2020-04-26,19,0,6,0,0,0,2020-11-26
Andrews,2020-04-27,19,0,6,0,0,0,2020-11-26
Andrews,2020-04-28,19,0,6,0,0,0,2020-11-26
Andrews,2020-04-29,19,0,6,0,0,0,2020-11-26
Andrews,2020-04-30,19,0,6,0,0,0,2020-11-26
Andrews,2020-05-01,20,1,6,0,0,0,2020-11-26
Andrews,2020-05-02,20,0,6,0,0,0,2020-11-26
Andrews,2020-05-03,21,1,6,0,0,0,2020-11-26
Andrews,2020-05-04,21,0,6,0,0,0,2020-11-26
Andrews,2020-05-05,21,0,,,0,0,2020-11-26
Andrews,2020-05-06,21,0,6,0,0,0,2020-11-26
Andrews,2020-05-07,21,0,6,0,0,0,2020-11-26
Andrews,2020-05-08,21,0,8,2,0,0,2020-11-26
Andrews,2020-05-09,21,0,8,0,0,0,2020-11-26
Andrews,2020-05-10,21,0,10,2,0,0,2020-11-26
Andrews,2020-05-11,21,0,11,1,0,0,2020-11-26
Andrews,2020-05-12,22,1,11,0,0,0,2020-11-26
Andrews,2020-05-13,22,0,11,0,0,0,2020-11-26
Andrews,2020-05-14,22,0,15,4,0,0,2020-11-26
Andrews,2020-05-15,22,0,15,0,0,0,2020-11-26
Andrews,2020-05-16,22,0,16,1,0,0,2020-11-26
Andrews,2020-05-17,22,0,17,1,0,0,2020-11-26
Andrews,2020-05-18,22,0,17,0,0,0,2020-11-26
Andrews,2020-05-19,22,0,19,2,0,0,2020-11-26
Andrews,2020-05-20,22,0,20,1,0,0,2020-11-26
Andrews,2020-05-21,22,0,20,0,0,0,2020-11-26
Andrews,2020-05-22,23,1,20,0,0,0,2020-11-26
Andrews,2020-05-23,23,0,,,0,0,2020-11-26
Andrews,2020-05-24,24,1,20,0,0,0,2020-11-26
Andrews,2020-05-25,27,3,21,1,0,0,2020-11-26
Andrews,2020-05-26,27,0,23,2,1,1,2020-11-26
Andrews,2020-05-27,27,0,24,1,1,0,2020-11-26
Andrews,2020-05-28,27,0,24,0,1,0,2020-11-26
Andrews,2020-05-29,27,0,31,7,1,0,2020-11-26
Andrews,2020-05-30,27,0,34,3,1,0,2020-11-26
Andrews,2020-05-31,27,0,34,0,1,0,2020-11-26
Andrews,2020-06-01,27,0,37,3,1,0,2020-11-26
Andrews,2020-06-02,27,0,44,7,1,0,2020-11-26
Andrews,2020-06-03,27,0,51,7,1,0,2020-11-26
Andrews,2020-06-04,27,0,55,4,1,0,2020-11-26
Andrews,2020-06-05,27,0,56,1,1,0,2020-11-26
Andrews,2020-06-06,27,0,56,0,1,0,2020-11-26
Andrews,2020-06-07,27,0,58,2,1,0,2020-11-26
Andrews,2020-06-08,27,0,61,3,1,0,2020-11-26
Andrews,2020-06-09,27,0,61,0,1,0,2020-11-26
Andrews,2020-06-10,27,0,,,1,0,2020-11-26
Andrews,2020-06-11,27,0,64,3,1,0,2020-11-26
Andrews,2020-06-12,27,0,64,0,1,0,2020-11-26
Andrews,2020-06-13,28,1,68,4,1,0,2020-11-26
Andrews,2020-06-14,28,0,68,0,1,0,2020-11-26
Andrews,2020-06-15,28,0,68,0,1,0,2020-11-26
Andrews,2020-06-16,30,2,72,4,1,0,2020-11-26
Andrews,2020-06-17,30,0,76,4,1,0,2020-11-26
Andrews,2020-06-18,33,3,77,1,1,0,2020-11-26
Andrews,2020-06-19,35,2,81,4,1,0,2020-11-26
Andrews,2020-06-20,42,7,89,8,1,0,2020-11-26
Andrews,2020-06-21,44,2,91,2,1,0,2020-11-26
Andrews,2020-06-22,44,0,95,4,1,0,2020-11-26
Andrews,2020-06-23,44,0,95,0,1,0,2020-11-26
Andrews,2020-06-24,46,2,95,0,2,1,2020-11-26
Andrews,2020-06-25,51,5,96,1,2,0,2020-11-26
Andrews,2020-06-26,56,5,112,16,2,0,2020-11-26
Andrews,2020-06-27,63,7,121,9,2,0,2020-11-26
Andrews,2020-06-28,73,10,130,9,2,0,2020-11-26
Andrews,2020-06-29,73,0,130,0,2,0,2020-11-26
Andrews,2020-06-30,75,2,138,8,2,0,2020-11-26
Andrews,2020-07-01,82,7,139,1,2,0,2020-11-26
Andrews,2020-07-02,89,7,140,1,2,0,2020-11-26
Andrews,2020-07-03,90,1,140,0,2,0,2020-11-26
Andrews,2020-07-04,98,8,147,7,2,0,2020-11-26
Andrews,2020-07-05,103,5,169,22,3,1,2020-11-26
Andrews,2020-07-06,103,0,184,15,3,0,2020-11-26
Andrews,2020-07-07,103,0,184,0,3,0,2020-11-26
Andrews,2020-07-08,120,17,202,18,3,0,2020-11-26
Andrews,2020-07-09,132,12,205,3,3,0,2020-11-26
Andrews,2020-07-10,132,0,228,23,3,0,2020-11-26
Andrews,2020-07-11,155,23,230,2,3,0,2020-11-26
Andrews,2020-07-12,169,14,232,2,3,0,2020-11-26
Andrews,2020-07-13,169,0,241,9,3,0,2020-11-26
Andrews,2020-07-14,170,1,279,38,3,0,2020-11-26
Andrews,2020-07-15,174,4,291,12,3,0,2020-11-26
Andrews,2020-07-16,176,2,299,8,3,0,2020-11-26
Andrews,2020-07-17,181,5,305,6,4,1,2020-11-26
Andrews,2020-07-18,187,6,310,5,4,0,2020-11-26
Andrews,2020-07-19,189,2,313,3,4,0,2020-11-26
Andrews,2020-07-20,189,0,331,18,4,0,2020-11-26
Andrews,2020-07-21,198,9,358,27,4,0,2020-11-26
Andrews,2020-07-22,212,14,372,14,4,0,2020-11-26
Andrews,2020-07-23,215,3,384,12,5,1,2020-11-26
Andrews,2020-07-24,219,4,394,10,6,1,2020-11-26
Andrews,2020-07-25,225,6,400,6,6,0,2020-11-26
Andrews,2020-07-26,225,0,401,1,6,0,2020-11-26
Andrews,2020-07-27,228,3,411,10,6,0,2020-11-26
Andrews,2020-07-28,232,4,415,4,6,0,2020-11-26
Andrews,2020-07-29,238,6,416,1,6,0,2020-11-26
Andrews,2020-07-30,253,15,419,3,6,0,2020-11-26
Andrews,2020-07-31,255,2,421,2,6,0,2020-11-26
Andrews,2020-08-01,255,0,431,10,6,0,2020-11-26
Andrews,2020-08-02,266,11,436,5,7,1,2020-11-26
Andrews,2020-08-03,267,1,460,24,7,0,2020-11-26
Andrews,2020-08-04,268,1,947,487,7,0,2020-11-26
Andrews,2020-08-05,273,5,952,5,7,0,2020-11-26
Andrews,2020-08-06,277,4,957,5,7,0,2020-11-26
Andrews,2020-08-07,279,2,986,29,7,0,2020-11-26
Andrews,2020-08-08,297,18,1004,18,7,0,2020-11-26
Andrews,2020-08-09,297,0,980,-24,7,0,2020-11-26
Andrews,2020-08-10,304,7,1031,51,7,0,2020-11-26
Andrews,2020-08-11,304,0,1034,3,7,0,2020-11-26
Andrews,2020-08-12,304,0,1038,4,7,0,2020-11-26
Andrews,2020-08-13,316,12,1046,8,8,1,2020-11-26
Andrews,2020-08-14,338,22,1049,3,8,0,2020-11-26
Andrews,2020-08-15,338,0,1049,0,8,0,2020-11-26
Andrews,2020-08-16,338,0,1056,7,8,0,2020-11-26
Andrews,2020-08-17,338,0,1061,5,8,0,2020-11-26
Andrews,2020-08-18,346,8,1063,2,8,0,2020-11-26
Andrews,2020-08-19,346,0,1065,2,8,0,2020-11-26
Andrews,2020-08-20,350,4,1185,120,8,0,2020-11-26
Andrews,2020-08-21,355,5,1187,2,8,0,2020-11-26
Andrews,2020-08-22,356,1,1192,5,8,0,2020-11-26
Andrews,2020-08-23,356,0,1192,0,8,0,2020-11-26
Andrews,2020-08-24,356,0,1196,4,8,0,2020-11-26
Andrews,2020-08-25,356,0,1200,4,8,0,2020-11-26
Andrews,2020-08-26,357,1,1207,7,8,0,2020-11-26
Andrews,2020-08-27,362,5,1237,30,8,0,2020-11-26
Andrews,2020-08-28,362,0,1240,3,8,0,2020-11-26
Andrews,2020-08-29,362,0,1241,1,8,0,2020-11-26
Andrews,2020-08-30,362,0,1250,9,8,0,2020-11-26
Andrews,2020-08-31,367,5,1251,1,8,0,2020-11-26
Andrews,2020-09-01,368,1,1251,0,8,0,2020-11-26
Andrews,2020-09-02,374,6,1255,4,8,0,2020-11-26
Andrews,2020-09-03,377,3,1257,2,8,0,2020-11-26
Andrews,2020-09-04,386,9,1261,4,8,0,2020-11-26
Andrews,2020-09-05,388,2,1267,6,8,0,2020-11-26
Andrews,2020-09-06,388,0,1271,4,8,0,2020-11-26
Andrews,2020-09-07,388,0,1281,10,8,0,2020-11-26
